water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
2016,2008-08-25 08:30:00,0.15,,2008-08-25 08:30:00,0.69,
2017,2009-09-02 01:00:00,0.16,,2008-11-19 14:15:00,1.32,0.279
2018,2010-08-23 21:15:00,0.28,0.683,2010-08-23 21:15:00,1.98,1.435
2019,2011-07-10 13:30:00,0.2,0.364,2011-07-10 13:30:00,1.56,0.672
2020,2012-01-11 21:15:00,0.18,0.25,2012-01-11 21:15:00,1.62,0.448
2021,2013-04-16 19:15:00,0.17,0.63,2013-05-02 22:15:00,1.16,0.276
2022,2014-08-06 14:30:00,0.28,0.903,2014-08-06 14:30:00,1.81,2.207
2008,2015-08-10 17:15:00,0.4,1.026,2015-08-10 17:30:00,3.15,0.743
2009,2016-08-03 16:00:00,0.29,0.674,2016-02-01 04:15:00,2.42,0.397
2010,2017-08-25 14:30:00,0.69,3.136,2017-08-25 14:30:00,5.04,14.0
2011,2017-10-12 03:15:00,0.18,0.29,2017-11-08 21:45:00,1.66,0.572
2012,2019-07-24 09:15:00,0.33,0.688,2019-07-24 09:15:00,2.62,1.637
2013,2020-08-04 21:45:00,0.17,,2019-12-05 16:15:00,1.36,0.311
2014,2021-09-09 02:45:00,0.24,,2020-11-17 06:45:00,1.23,0.281
2015,2021-10-26 11:45:00,0.21,0.276,2021-10-26 11:45:00,2.28,0.606
