water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1991,1990-10-16 06:30:00,0.06,,1991-02-28 15:00:00,0.32,0.056
1992,1992-09-06 10:00:00,0.06,,1992-04-01 09:00:00,0.5,0.042
1993,1992-11-02 05:15:00,0.05,0.077,1993-01-23 09:00:00,0.56,0.099
1994,1994-09-11 17:45:00,0.07,,1993-10-07 07:30:00,1.06,0.156
1995,1995-02-11 17:00:00,0.07,0.084,1995-02-11 17:00:00,0.97,0.228
1996,1995-11-15 11:45:00,0.05,0.06,1995-11-24 05:45:00,0.78,0.214
1997,1996-10-26 04:45:00,0.07,,1996-10-28 16:15:00,0.36,0.154
1998,1998-07-29 16:00:00,0.07,,1998-04-03 09:45:00,0.7,0.252
1999,1998-10-16 13:15:00,0.06,0.085,1998-10-16 13:45:00,0.99,0.241
2000,1999-12-24 23:00:00,0.07,0.079,1999-12-24 23:00:00,1.01,0.196
2001,2001-02-11 02:30:00,0.05,0.058,2001-02-11 02:45:00,0.85,0.158
2002,2002-08-23 02:30:00,0.08,,2002-01-23 13:30:00,0.58,0.082
2003,2002-11-20 14:15:00,0.06,0.079,2002-11-20 14:15:00,0.81,0.247
2004,2004-08-18 13:15:00,0.05,0.069,2004-08-18 13:15:00,0.75,0.275
2005,2005-01-08 08:00:00,0.08,0.089,2005-01-08 08:00:00,1.36,0.258
2006,2006-08-18 00:45:00,0.05,,2005-10-24 16:45:00,0.41,0.096
2007,2007-03-07 05:30:00,0.12,0.179,2007-03-07 05:30:00,1.11,0.681
2008,2008-08-09 22:45:00,0.05,,2008-08-13 02:45:00,0.36,0.074
2009,2009-07-21 21:45:00,0.08,,2009-01-22 08:15:00,0.44,0.154
2010,2010-09-23 08:00:00,0.06,,2009-11-01 17:00:00,0.89,0.101
2011,2011-08-06 23:30:00,0.09,0.105,2011-08-06 23:45:00,1.15,0.247
2012,2011-10-17 17:00:00,0.06,0.081,2011-10-17 17:15:00,0.53,0.19
2013,2013-07-24 00:30:00,0.05,,2012-10-12 15:00:00,0.49,0.038
2014,2014-06-18 18:15:00,0.11,,2014-02-14 21:30:00,0.73,0.113
2015,2015-07-04 10:00:00,0.06,,2014-11-14 16:00:00,0.67,0.155
2016,2016-07-20 03:00:00,0.06,,2016-01-10 02:45:00,0.76,0.1
2017,2017-08-07 17:45:00,0.06,,2017-03-04 15:00:00,0.51,0.067
2018,2018-08-10 15:45:00,0.08,,2017-10-21 05:45:00,0.56,0.228
2019,2019-08-09 15:45:00,0.1,0.091,2019-08-09 16:15:00,2.05,0.194
2020,2020-08-12 06:30:00,0.1,0.175,2019-11-04 11:30:00,0.65,0.164
2021,2020-10-22 04:00:00,0.07,0.084,2020-10-22 04:30:00,1.06,0.22
2022,2021-12-01 02:15:00,0.04,0.056,2021-12-23 23:15:00,0.53,0.208
