water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1987,1987-09-24 21:45:00,0.01,,1987-09-26 06:45:00,0.39,
1988,1988-08-12 20:45:00,0.07,,1988-08-12 21:30:00,5.48,
1989,1989-09-20 08:00:00,0.14,,1989-09-20 08:15:00,9.33,
1990,1989-12-24 15:45:00,0.12,,1989-12-24 15:45:00,7.81,
1991,1991-09-21 19:15:00,0.08,,1991-09-21 19:15:00,4.61,
1992,1992-09-30 19:15:00,0.12,,1991-10-31 13:45:00,7.76,0.173
1993,1993-08-23 12:45:00,0.09,,1992-11-27 17:15:00,6.09,0.064
1994,1993-10-01 08:15:00,0.13,,1993-10-01 08:30:00,8.08,
1995,1994-10-23 12:15:00,0.07,,1994-10-23 12:30:00,4.68,
1996,1995-10-24 20:45:00,0.06,,1995-10-24 21:00:00,5.12,
1997,1996-10-25 04:15:00,0.15,,1996-10-25 04:15:00,10.28,
1998,1997-11-16 19:45:00,0.22,,1997-11-16 19:45:00,14.1,
1999,1999-09-08 21:15:00,0.24,,1999-09-08 21:15:00,15.7,
2000,2000-08-27 02:30:00,0.2,,2000-08-27 02:45:00,10.91,
2001,2000-10-04 02:00:00,0.15,,2000-10-04 02:00:00,8.94,
2002,2002-08-18 20:15:00,0.18,,2002-08-18 20:30:00,11.2,
2003,2003-05-01 04:00:00,0.1,,2003-05-01 04:15:00,6.55,
2004,2004-08-06 05:45:00,0.26,,2004-08-06 05:45:00,14.72,
2005,2005-08-24 08:30:00,0.25,,2005-08-24 08:30:00,12.06,
2006,2006-05-03 00:15:00,0.15,,2006-05-03 00:30:00,8.46,
2007,2007-07-26 05:45:00,0.22,,2007-07-26 05:45:00,9.97,
2008,2007-10-28 03:00:00,0.21,,2007-10-28 02:45:00,8.96,
2009,2009-08-20 12:15:00,0.17,,2009-08-20 12:30:00,11.12,0.213
2010,2009-10-24 19:30:00,0.16,,2009-10-24 19:30:00,8.34,
2011,2010-10-01 18:00:00,0.13,,2010-10-29 22:30:00,7.88,0.1
2012,2012-08-05 23:45:00,0.29,,2012-08-05 23:45:00,16.52,
2013,2012-11-22 13:30:00,0.18,,2012-11-22 13:30:00,11.33,
2014,2013-12-14 18:30:00,0.19,,2013-12-14 18:30:00,12.33,
2015,2015-07-17 09:45:00,0.26,,2015-07-17 09:45:00,15.0,
2016,2015-11-08 19:00:00,0.21,,2015-11-08 19:15:00,11.78,
2017,2016-12-23 16:30:00,0.1,,2016-12-23 16:30:00,6.55,0.143
2018,2018-09-16 08:45:00,0.13,,2018-09-16 08:45:00,6.27,
2019,2019-07-24 09:45:00,0.28,,2019-07-24 10:00:00,15.75,0.402
2020,2019-12-23 03:45:00,0.39,,2019-12-23 03:45:00,18.93,
2021,2020-11-13 08:15:00,0.19,,2020-11-13 08:15:00,12.01,
2022,2021-10-31 17:15:00,0.16,0.195,2021-10-31 17:15:00,11.2,0.218
