water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1986,1986-01-02 07:15:00,0.1,,1986-01-02 07:15:00,1.58,
1987,1987-06-10 16:30:00,0.07,,1987-07-18 17:45:00,0.99,0.083
1988,1988-07-22 01:00:00,0.06,,1988-02-01 14:30:00,1.36,0.083
1989,1988-10-06 11:00:00,0.04,0.056,1988-11-30 04:45:00,0.89,0.074
1990,1990-09-24 18:45:00,0.05,0.069,1990-02-17 13:15:00,1.43,0.062
1991,1990-10-06 08:15:00,0.05,0.053,1990-10-06 19:15:00,2.43,0.041
1992,1992-01-08 08:15:00,0.06,0.049,1992-01-08 08:30:00,2.66,0.109
1993,1993-06-09 21:30:00,0.07,0.101,1993-06-09 21:30:00,1.34,
1994,1993-10-07 01:15:00,0.04,0.045,1993-10-07 01:45:00,1.45,0.118
1995,1994-11-18 01:00:00,0.04,0.042,1994-12-11 22:15:00,3.13,0.043
1996,1995-10-12 23:30:00,0.04,,1995-11-15 19:15:00,0.81,0.078
1997,1996-10-24 22:15:00,0.11,,1996-12-18 13:30:00,1.55,0.103
1998,1998-07-31 21:30:00,0.22,0.338,1998-07-31 21:30:00,4.8,1.006
1999,1998-10-17 04:00:00,0.08,0.085,1998-10-17 08:00:00,3.54,0.169
2000,1999-11-05 10:30:00,0.12,0.15,1999-11-05 11:00:00,3.84,0.345
2001,2001-08-20 12:30:00,0.14,0.117,2001-08-20 12:30:00,5.83,0.273
2002,2002-07-30 21:45:00,0.12,,2001-10-08 14:45:00,3.64,0.163
2003,2003-05-30 16:30:00,0.32,0.451,2003-05-30 16:30:00,8.47,1.409
2004,2004-08-09 16:00:00,0.08,0.111,2004-08-09 17:45:00,3.26,0.193
2005,2005-01-07 23:15:00,0.04,0.032,2005-01-08 00:00:00,1.62,0.06
2006,2005-10-11 21:15:00,0.07,0.07,2005-10-11 22:45:00,2.75,0.098
2007,2007-07-01 11:30:00,0.06,0.083,2006-12-11 04:00:00,1.46,0.092
2008,2008-07-10 07:00:00,0.11,,2008-07-10 07:00:00,2.0,
2009,2009-07-22 19:00:00,0.07,,2009-07-22 19:00:00,1.29,
2010,2010-06-06 01:00:00,0.25,,2010-06-06 01:00:00,2.58,
2011,2011-07-19 23:00:00,0.07,0.089,2011-07-19 23:15:00,1.8,0.193
2012,2012-07-04 19:45:00,0.08,0.096,2012-07-04 19:45:00,2.07,0.237
2013,2012-11-22 14:30:00,0.06,0.073,2013-01-31 10:45:00,1.26,0.102
2014,2013-12-05 10:45:00,0.09,,2013-12-30 13:00:00,2.36,0.116
2015,2014-12-22 02:30:00,0.05,0.048,2014-12-22 03:00:00,1.77,0.099
2016,2015-12-24 06:45:00,0.06,0.059,2015-12-30 10:30:00,2.14,0.105
2017,2017-08-02 00:45:00,0.11,,2017-08-15 02:00:00,1.47,
2018,2017-12-25 07:00:00,0.04,0.048,2017-12-25 07:00:00,0.81,0.088
2019,2019-06-24 15:30:00,0.09,,2019-06-24 15:30:00,1.17,
2020,2020-08-04 21:15:00,0.08,,2020-08-04 21:15:00,1.44,
2021,2021-08-09 16:45:00,0.07,0.101,2021-02-20 23:15:00,1.63,0.121
2022,2021-11-10 12:30:00,0.75,1.364,2021-11-10 12:30:00,18.16,4.908
