water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1992,1992-09-25 09:15:00,0.04,0.066,1992-09-25 09:15:00,0.5,0.273
1993,1992-11-01 05:00:00,0.05,0.079,1993-01-16 16:30:00,1.68,0.056
1994,1993-12-03 00:30:00,0.08,0.125,1994-03-08 09:30:00,1.02,0.226
1995,1994-11-13 15:00:00,0.07,0.074,1994-11-13 15:00:00,1.87,0.245
1996,1996-02-18 00:45:00,0.06,0.098,1995-10-22 19:15:00,0.78,0.358
1997,1997-02-27 16:45:00,0.1,0.147,1997-02-27 16:45:00,1.36,0.506
1998,1998-03-29 22:00:00,0.12,0.226,1998-02-11 09:00:00,2.57,0.28
1999,1998-11-09 10:30:00,0.08,0.111,1998-11-22 03:00:00,2.77,0.197
2000,2000-08-20 23:15:00,0.1,,1999-11-28 08:15:00,1.52,0.147
2001,2001-02-11 03:15:00,0.06,0.065,2001-02-11 03:15:00,1.45,0.201
2002,2001-10-01 19:15:00,0.07,,2002-09-10 02:30:00,1.58,0.164
2003,2003-05-07 23:45:00,0.05,,2002-10-22 13:30:00,1.04,0.144
2004,2004-01-11 08:15:00,0.06,0.086,2004-09-20 01:00:00,0.87,0.148
2005,2005-08-24 08:00:00,0.11,,2005-02-09 23:15:00,1.43,0.237
2006,2006-06-20 23:15:00,0.1,,2005-10-24 12:45:00,1.58,0.26
2007,2007-06-23 19:00:00,0.11,,2006-12-13 17:00:00,4.41,0.142
2008,2008-04-28 10:30:00,0.15,0.288,2008-01-25 03:15:00,2.59,0.146
2009,2009-07-29 01:15:00,0.08,,2009-09-04 07:30:00,1.46,0.197
2010,2010-07-04 15:30:00,0.07,,2009-11-19 08:00:00,1.92,0.264
2011,2011-05-23 10:45:00,0.09,,2011-09-12 17:00:00,2.47,0.197
2012,2012-08-21 11:15:00,0.09,,2011-11-29 05:45:00,2.36,0.117
2013,2013-07-23 22:15:00,0.13,,2013-01-29 17:00:00,1.59,0.217
2014,2013-12-20 22:00:00,0.08,0.085,2013-12-20 22:00:00,2.16,0.291
2015,2015-07-17 06:45:00,0.11,0.172,2015-07-17 08:30:00,2.43,0.215
2016,2016-08-03 05:45:00,0.09,,2015-12-05 08:15:00,2.86,0.091
2017,2017-02-26 15:30:00,0.06,0.059,2017-02-26 15:30:00,1.15,0.173
2018,2018-01-29 01:30:00,0.1,0.12,2018-01-24 04:30:00,1.66,0.259
2019,2019-08-04 17:30:00,0.16,,2019-08-09 14:45:00,1.28,0.133
2020,2020-08-12 01:30:00,0.16,0.314,2020-08-12 04:45:00,2.23,0.15
2021,2021-09-30 11:00:00,0.07,,2021-03-28 20:15:00,0.89,0.23
2022,2021-10-27 19:30:00,0.05,0.058,2021-10-27 20:00:00,0.72,0.128
