water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1969,1969-07-23 14:45:00,0.18,,1969-07-23 14:45:00,25.84,
1970,1970-01-10 12:15:00,0.27,,1970-02-20 01:45:00,56.14,0.459
1971,1970-10-31 22:00:00,0.25,0.135,1970-10-31 22:00:00,69.84,0.248
1972,1971-12-19 16:30:00,0.28,,1971-12-19 16:30:00,39.88,
1973,1973-05-04 19:15:00,0.25,,1972-12-12 01:15:00,45.15,0.164
1974,1974-02-10 16:00:00,0.22,0.172,1974-02-10 16:00:00,47.84,0.327
1975,1975-08-30 14:00:00,0.32,,1975-08-30 14:00:00,50.47,
1976,1976-01-02 23:15:00,0.43,,1976-01-02 23:15:00,63.93,
1977,1976-11-28 09:45:00,0.22,,1976-11-28 10:00:00,43.87,0.331
1978,1977-12-23 05:45:00,0.14,,1977-12-23 06:45:00,30.74,0.186
1979,1978-12-08 06:45:00,0.08,0.053,1978-11-15 17:30:00,25.72,0.056
1980,1980-09-12 08:00:00,0.28,,1980-09-12 08:00:00,54.36,
1981,1981-09-24 05:30:00,0.38,,1981-09-24 05:45:00,63.14,0.598
1982,1981-12-31 03:45:00,0.41,0.328,1981-12-31 03:45:00,93.94,0.679
1983,1982-12-19 14:00:00,0.57,0.343,1982-12-19 14:00:00,155.54,0.669
1984,1983-10-04 11:00:00,0.22,,1984-01-13 09:30:00,43.16,0.116
1985,1985-07-26 19:45:00,0.54,0.529,1985-07-26 19:45:00,115.44,1.238
1986,1986-08-15 14:45:00,0.15,,1986-05-25 07:30:00,26.8,
1987,1987-08-21 05:45:00,0.16,0.107,1987-08-21 05:45:00,37.69,0.193
1988,1988-04-18 23:30:00,0.22,,1988-07-22 09:45:00,50.76,0.255
1989,1989-01-18 08:15:00,0.6,0.583,1989-01-18 08:15:00,145.6,1.945
1990,1990-02-17 17:00:00,0.14,0.08,1990-02-17 17:30:00,36.72,0.113
1991,1990-10-03 04:30:00,0.18,,1990-12-28 17:45:00,38.24,0.086
1992,1991-11-11 00:00:00,0.15,0.126,1992-01-08 15:15:00,38.92,0.088
1993,1993-01-09 09:45:00,0.14,0.113,1993-01-09 09:45:00,35.78,0.277
1994,1993-12-29 12:45:00,0.14,0.117,1993-12-29 12:45:00,33.51,0.279
1995,1995-01-31 09:45:00,0.1,0.07,1995-01-31 11:30:00,26.36,0.079
1996,1995-10-03 13:00:00,0.21,,1995-10-03 13:15:00,34.52,
1997,1996-10-25 11:45:00,0.31,,1996-10-27 12:30:00,38.35,
1998,1997-12-18 23:00:00,0.46,0.469,1997-12-11 11:00:00,115.22,0.392
1999,1999-09-20 21:00:00,0.22,,1999-01-25 03:00:00,39.52,0.2
2000,2000-07-10 00:30:00,0.27,,2000-09-11 14:00:00,64.99,0.284
2001,2001-08-08 15:30:00,0.2,,2000-10-09 22:00:00,46.37,0.188
2002,2002-02-05 11:15:00,0.24,0.135,2002-02-05 11:15:00,64.95,0.247
2003,2003-05-30 21:45:00,0.35,,2003-05-30 21:45:00,46.58,
2004,2004-08-04 13:00:00,0.34,,2004-08-04 13:00:00,58.71,
2005,2005-04-18 17:30:00,0.79,0.782,2005-04-18 17:30:00,180.16,2.059
2006,2005-10-24 16:15:00,0.16,0.087,2005-10-24 16:15:00,41.42,0.149
2007,2007-06-17 00:00:00,0.21,,2007-06-17 00:00:00,38.87,
2008,2007-10-28 15:30:00,0.29,,2008-08-07 05:00:00,37.55,0.093
2009,2009-08-10 21:45:00,0.17,,2009-03-08 05:00:00,31.27,
2010,2010-08-20 22:30:00,0.21,,2009-11-01 17:15:00,31.8,0.143
2011,2011-05-22 07:45:00,0.36,,2011-05-22 07:45:00,37.2,
2012,2011-10-17 22:15:00,0.23,0.177,2011-10-17 22:30:00,57.18,0.291
2013,2013-09-07 06:15:00,0.23,,2013-01-27 09:00:00,54.24,0.189
2014,2013-10-17 07:00:00,0.25,,2013-12-05 19:00:00,27.01,
2015,2015-05-03 19:00:00,0.3,,2015-05-03 19:00:00,49.94,
2016,2016-03-27 01:15:00,0.27,,2015-11-08 23:00:00,41.18,0.194
2017,2016-12-23 18:30:00,0.21,,2016-12-23 19:45:00,47.85,0.209
2018,2018-06-02 04:15:00,0.36,,2018-06-02 04:15:00,36.24,
2019,2019-08-06 11:45:00,0.2,,2018-11-29 00:00:00,31.96,0.13
2020,2019-11-30 06:00:00,0.23,,2020-02-09 03:00:00,39.52,0.175
2021,2020-10-03 22:00:00,0.22,,2020-10-03 22:00:00,36.78,
2022,2021-12-01 07:45:00,0.15,0.092,2021-12-01 07:45:00,40.38,0.182
