water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1961,1961-09-28 17:30:00,0.62,1.378,1961-05-08 03:45:00,45.17,3.752
1962,1961-10-11 06:45:00,0.53,0.736,1961-10-11 06:45:00,46.47,2.038
1963,1963-08-26 22:45:00,0.53,0.671,1963-08-26 22:45:00,45.09,1.503
1964,1964-08-27 04:45:00,0.92,2.19,1964-08-27 04:45:00,70.42,10.935
1965,1965-06-24 06:15:00,0.77,2.484,1965-09-04 04:15:00,53.86,2.627
1966,1965-10-27 08:15:00,0.75,2.344,1965-10-27 08:15:00,44.78,12.614
1967,1966-10-06 04:45:00,0.9,1.429,1966-10-06 04:45:00,82.4,5.055
1968,1968-03-16 21:00:00,0.7,1.346,1967-10-08 02:45:00,65.22,2.752
1969,1969-09-21 22:15:00,1.02,2.267,1969-09-21 22:15:00,81.49,9.759
1970,1970-09-08 12:30:00,0.64,1.123,1970-09-08 12:30:00,49.85,3.706
1971,1971-05-31 01:00:00,0.77,3.08,1971-02-12 16:45:00,42.59,7.343
1972,1972-05-26 06:15:00,0.59,1.844,1972-08-08 22:30:00,45.68,2.169
1973,1973-07-14 03:45:00,0.69,1.568,1973-09-29 09:00:00,45.36,1.704
1974,1973-11-12 08:45:00,0.72,0.766,1973-11-12 08:45:00,75.49,1.999
1975,1974-12-26 00:15:00,0.62,0.646,1974-12-26 00:15:00,65.16,1.663
1976,1976-05-16 21:30:00,0.6,1.5,1976-09-21 20:45:00,44.85,2.33
1977,1976-10-06 06:15:00,0.61,1.906,1976-11-28 02:30:00,51.54,1.294
1978,1978-09-15 05:30:00,0.79,2.257,1978-02-25 17:00:00,92.25,1.436
1979,1979-06-12 18:00:00,0.68,2.957,1978-11-15 13:15:00,72.72,0.632
1980,1980-07-26 04:30:00,0.81,1.174,1980-07-26 04:30:00,124.04,2.954
1981,1981-09-20 08:00:00,0.65,0.802,1981-09-20 08:00:00,102.89,1.841
1982,1982-09-27 20:45:00,0.77,1.222,1982-09-27 20:45:00,110.88,3.042
1983,1983-01-05 21:30:00,0.58,0.63,1983-01-05 21:30:00,95.88,1.403
1984,1983-12-30 02:00:00,0.66,0.892,1983-12-30 02:00:00,99.91,2.139
1985,1985-01-31 04:30:00,0.77,1.0,1985-01-31 04:30:00,122.09,2.416
1986,1986-08-14 07:15:00,1.04,5.474,1986-08-14 07:15:00,114.51,28.771
1987,1987-07-17 16:15:00,0.65,1.857,1987-07-11 07:45:00,70.6,2.61
1988,1988-09-28 20:30:00,0.7,1.707,1988-09-28 20:30:00,81.57,4.974
1989,1988-10-26 07:30:00,0.77,3.5,1988-10-26 07:30:00,73.02,12.743
1990,1990-01-10 11:30:00,0.59,0.72,1990-01-10 11:30:00,93.52,1.672
1991,1991-09-21 17:00:00,0.65,0.802,1991-09-21 17:00:00,103.4,1.917
1992,1992-02-27 11:15:00,0.45,1.452,1992-02-27 11:30:00,65.76,1.331
1993,1992-10-01 05:15:00,0.28,0.412,1992-10-01 05:30:00,43.6,0.587
1994,1994-08-04 02:15:00,1.05,9.545,1994-08-04 02:15:00,100.43,52.858
1995,1994-11-14 08:30:00,0.34,0.479,1995-09-08 00:00:00,44.1,0.432
1996,1995-10-03 00:15:00,0.25,0.362,1996-01-05 19:30:00,39.5,0.407
