water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1978,1978-09-10 01:00:00,0.11,0.099,1978-09-10 01:00:00,2.78,0.225
1979,1979-06-12 18:00:00,0.11,,1979-08-12 17:30:00,1.41,0.391
1980,1980-06-05 10:15:00,0.2,,1979-11-03 03:45:00,1.8,0.133
1981,1981-09-20 01:00:00,0.11,0.109,1981-09-20 01:15:00,2.74,0.218
1982,1982-09-27 13:45:00,0.08,0.075,1982-09-27 14:00:00,1.86,0.14
1983,1982-10-17 21:00:00,0.08,0.098,1982-10-20 01:30:00,1.96,0.15
1984,1984-06-01 11:45:00,0.11,,1984-01-13 02:15:00,2.63,0.138
1985,1984-11-03 16:45:00,0.11,0.101,1985-09-21 03:45:00,2.99,0.175
1986,1986-06-17 11:30:00,0.09,,1985-11-30 23:45:00,1.65,0.126
1987,1987-09-01 03:45:00,0.08,,1986-12-05 02:15:00,1.76,0.067
1988,1988-08-18 15:30:00,0.3,0.429,1988-08-18 15:30:00,5.86,1.458
1989,1988-11-29 22:30:00,0.17,0.274,1988-11-29 22:30:00,2.71,0.938
1990,1990-03-09 23:30:00,0.1,0.125,1990-03-09 23:30:00,1.81,0.314
1991,1991-01-01 16:45:00,0.15,0.167,1991-01-01 16:45:00,3.38,0.447
1992,1992-06-23 14:00:00,0.16,,1992-01-08 06:30:00,2.94,0.157
1993,1993-03-17 04:15:00,0.13,0.131,1993-03-17 04:15:00,3.0,0.315
1994,1993-12-02 00:15:00,0.1,0.204,1993-12-03 00:30:00,2.11,0.15
1995,1994-12-08 08:00:00,0.14,0.163,1994-12-08 08:00:00,3.05,0.451
1996,1996-02-12 07:15:00,0.05,0.044,1996-02-12 07:15:00,1.26,0.098
1997,1997-09-16 11:15:00,0.27,0.466,1997-09-16 11:15:00,4.47,1.996
1998,1997-12-11 07:15:00,0.08,0.094,1997-12-11 07:15:00,1.49,0.221
1999,1998-11-26 07:30:00,0.11,0.115,1998-11-26 07:30:00,1.48,0.215
2000,1999-12-24 23:15:00,0.2,0.247,1999-12-24 23:15:00,2.47,0.482
2001,2001-07-04 00:00:00,0.25,0.735,2001-07-04 00:15:00,2.58,1.194
2002,2002-07-30 16:15:00,0.64,0.985,2002-07-30 16:15:00,8.59,2.912
2003,2003-04-30 13:45:00,0.15,0.326,2003-04-30 13:45:00,1.47,1.547
2004,2004-05-10 16:15:00,0.17,0.362,2004-08-09 01:15:00,1.95,0.567
2005,2005-06-09 08:30:00,0.36,0.973,2005-06-09 08:30:00,3.66,11.438
2006,2006-09-24 14:30:00,0.1,0.2,2005-10-11 21:15:00,1.11,0.102
2007,2007-01-12 09:30:00,0.12,0.122,2007-01-12 10:30:00,2.07,0.148
2008,2008-07-29 06:15:00,0.13,,2008-08-10 02:30:00,1.25,0.112
2009,2008-10-10 17:00:00,0.16,0.127,2008-10-10 17:00:00,2.55,0.23
2010,2010-08-01 16:30:00,0.12,,2010-08-23 15:30:00,1.13,0.796
2011,2010-12-10 12:00:00,0.2,0.312,2010-12-10 12:00:00,2.39,0.892
2012,2012-06-22 13:45:00,0.28,0.241,2012-06-22 13:45:00,4.41,0.463
2013,2013-09-06 10:30:00,0.14,,2013-04-17 12:45:00,1.24,0.222
2014,2014-06-17 19:00:00,0.14,,2014-08-14 14:00:00,1.21,0.91
2015,2015-07-04 06:15:00,0.14,0.233,2015-07-04 06:15:00,1.57,0.748
2016,2015-11-29 11:00:00,0.15,0.16,2015-11-29 11:00:00,2.06,0.325
2017,2017-05-27 16:15:00,0.11,,2017-02-25 04:45:00,1.14,0.1
2018,2018-06-01 15:00:00,0.19,,2018-06-01 15:45:00,1.67,1.237
2019,2019-07-30 06:30:00,0.12,,2019-08-03 19:45:00,0.88,
2020,2020-08-04 15:00:00,0.1,0.098,2020-08-04 15:00:00,1.47,0.195
2021,2021-08-09 11:45:00,0.18,0.333,2021-08-09 11:45:00,1.99,1.382
2022,2021-11-30 21:45:00,0.14,0.269,2021-10-27 17:30:00,1.57,0.284
