water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1990,1990-06-06 21:00:00,0.29,0.547,1990-07-01 02:00:00,9.59,0.474
1991,1991-09-24 03:00:00,0.16,,1991-06-09 05:30:00,4.21,0.783
1992,1992-08-22 21:00:00,0.28,0.483,1991-10-31 13:15:00,11.34,0.145
1993,1993-09-09 14:15:00,0.14,,1993-05-17 10:45:00,6.61,0.174
1994,1994-03-05 00:15:00,0.13,0.104,1994-03-05 00:15:00,9.46,0.261
1995,1995-09-07 21:00:00,0.2,0.139,1995-09-07 21:00:00,17.26,0.343
1996,1996-01-03 12:30:00,0.19,0.235,1996-01-08 22:00:00,9.85,0.216
1997,1997-05-18 10:30:00,0.33,0.485,1997-05-18 10:30:00,14.34,2.206
1998,1998-09-08 07:00:00,0.24,0.436,1997-11-18 04:00:00,9.49,0.627
1999,1999-09-20 23:15:00,0.4,0.222,1999-09-20 23:15:00,33.34,0.43
2000,2000-07-29 16:45:00,0.27,,2000-09-20 00:30:00,10.37,0.482
2001,2001-07-03 21:15:00,0.54,1.174,2001-07-03 21:15:00,18.79,14.235
2002,2002-05-13 22:15:00,0.31,0.646,2002-07-31 00:45:00,17.83,0.729
2003,2003-07-24 01:00:00,0.13,,2002-11-21 15:00:00,8.25,0.109
2004,2004-08-18 09:00:00,0.46,0.767,2004-08-18 09:00:00,22.97,7.315
2005,2004-10-02 00:00:00,0.21,0.362,2005-05-03 16:00:00,10.83,1.221
2006,2006-06-20 21:45:00,0.34,0.694,2006-06-20 21:45:00,10.19,6.176
2007,2007-06-08 00:30:00,0.48,0.96,2007-06-08 00:30:00,19.79,11.118
2008,2007-10-28 04:45:00,0.36,0.818,2007-10-28 04:45:00,9.29,8.602
2009,2009-05-15 20:00:00,0.2,0.323,2009-05-15 20:00:00,8.08,2.121
2010,2010-09-07 15:30:00,0.26,0.394,2010-09-07 15:30:00,11.71,1.895
2011,2011-05-22 00:15:00,0.22,,2011-05-08 06:00:00,8.7,2.208
2012,2011-11-12 03:00:00,0.23,0.333,2011-11-12 03:00:00,11.42,1.529
2013,2012-10-12 02:45:00,0.13,,2012-11-22 12:30:00,6.86,0.527
2014,2014-08-08 20:45:00,0.34,0.63,2014-08-08 20:45:00,13.59,6.205
2015,2015-07-17 07:00:00,0.3,0.435,2015-07-17 07:00:00,14.19,2.884
2016,2016-09-09 22:00:00,0.29,0.558,2015-12-30 08:00:00,13.02,0.074
2017,2017-08-23 12:45:00,0.16,0.262,2017-09-28 03:45:00,5.85,0.651
2018,2018-06-02 16:15:00,0.52,1.13,2018-06-02 16:15:00,19.18,13.507
2019,2019-07-11 16:15:00,0.23,0.271,2019-07-11 16:15:00,12.33,1.014
2020,2020-08-12 06:45:00,0.44,0.846,2020-08-12 06:45:00,15.61,7.615
2021,2021-08-06 10:30:00,0.43,0.827,2021-08-06 10:30:00,15.08,7.215
2022,2021-10-02 19:15:00,0.16,0.267,2021-10-02 19:15:00,4.95,1.452
