water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1992,1992-09-06 14:45:00,0.14,0.092,1992-09-06 15:30:00,4.41,0.121
1993,1992-10-02 13:30:00,0.12,0.071,1992-10-02 13:30:00,3.87,0.136
1994,1994-01-26 19:30:00,0.16,0.098,1994-01-26 20:00:00,5.28,0.143
1995,1994-12-28 18:45:00,0.29,0.166,1994-12-28 18:45:00,9.68,0.317
1996,1996-06-03 16:45:00,0.12,,1995-10-17 07:00:00,2.93,0.071
1997,1997-05-04 11:45:00,0.26,0.289,1997-05-04 11:45:00,6.02,0.768
1998,1998-09-01 14:00:00,0.15,0.142,1997-10-10 03:00:00,4.03,0.217
1999,1998-10-20 23:30:00,0.17,0.087,1998-10-20 23:30:00,5.76,0.154
2000,2000-09-06 10:00:00,0.19,0.143,2000-09-06 10:15:00,5.6,0.238
2001,2000-10-09 20:00:00,0.14,0.093,2000-10-09 20:00:00,4.15,0.18
2002,2002-07-30 22:00:00,0.16,0.094,2002-07-30 22:30:00,5.01,0.129
2003,2003-03-02 07:15:00,0.47,0.505,2003-03-02 07:15:00,11.65,1.338
2004,2004-08-09 19:00:00,0.13,0.058,2004-08-09 19:00:00,4.71,0.1
2005,2004-10-21 08:15:00,0.26,0.131,2004-10-21 08:15:00,9.12,0.236
2006,2006-06-20 20:30:00,0.17,,2006-09-20 09:15:00,4.25,0.205
2007,2007-01-11 04:00:00,0.15,0.097,2007-01-11 04:00:00,4.53,0.185
2008,2008-08-01 10:45:00,0.19,,2008-08-01 11:00:00,4.68,0.366
2009,2009-09-08 08:15:00,0.2,0.133,2009-09-08 08:15:00,6.13,0.266
2010,2010-09-29 12:30:00,0.12,,2009-11-24 14:45:00,3.17,0.142
2011,2011-09-25 20:00:00,0.25,0.227,2011-09-25 20:00:00,6.3,0.5
2012,2012-07-18 10:15:00,0.17,0.102,2012-07-18 10:30:00,5.87,0.176
2013,2013-05-03 18:45:00,0.15,,2012-11-19 07:00:00,4.46,0.176
2014,2014-08-10 19:30:00,0.15,,2014-06-07 20:45:00,3.17,
2015,2015-07-17 05:45:00,0.34,0.256,2015-07-17 05:45:00,9.8,0.536
2016,2015-10-28 16:45:00,0.25,0.208,2015-10-28 16:45:00,6.68,0.444
2017,2017-02-26 16:15:00,0.11,0.054,2017-02-26 16:15:00,3.74,0.093
2018,2018-09-16 06:15:00,0.23,,2018-09-16 06:15:00,4.46,
2019,2018-11-03 10:00:00,0.14,,2018-11-28 21:00:00,3.72,0.212
2020,2020-08-04 16:15:00,0.18,0.164,2020-02-17 06:00:00,5.02,0.164
2021,2021-03-28 19:45:00,0.12,0.096,2021-03-28 20:15:00,3.28,0.148
2022,2021-10-24 06:30:00,0.12,0.103,2021-10-24 07:30:00,3.14,0.124
