water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1972,1972-09-28 23:00:00,0.01,,1972-09-29 22:30:00,0.13,
1973,1973-09-29 20:00:00,0.51,,1973-09-29 20:00:00,55.88,
1974,1973-11-12 20:45:00,0.33,,1973-11-12 20:45:00,33.59,
1975,1975-08-15 09:30:00,0.58,,1975-08-15 09:30:00,48.04,
1976,1976-09-09 19:30:00,0.32,,1976-09-09 19:30:00,37.56,
1977,1977-09-28 11:30:00,0.19,,1976-11-28 08:15:00,29.21,0.18
1978,1978-09-15 14:30:00,0.46,,1978-09-15 14:30:00,48.07,
1979,1978-11-13 05:00:00,0.35,,1978-11-14 12:30:00,38.42,0.453
1980,1980-07-26 20:45:00,0.32,,1980-08-15 10:00:00,33.05,0.276
1981,1981-09-20 07:30:00,0.39,,1981-09-27 00:15:00,79.93,0.257
1982,1981-10-03 01:30:00,0.53,0.205,1981-10-03 01:30:00,166.73,0.415
1983,1983-01-06 00:00:00,0.24,0.158,1982-10-18 03:15:00,56.57,0.131
1984,1984-09-23 23:00:00,0.48,0.511,1984-09-23 23:00:00,71.98,1.313
1985,1984-10-18 17:15:00,0.21,0.191,1984-10-18 17:15:00,32.94,0.438
1986,1986-06-18 01:15:00,0.33,0.34,1986-06-18 01:15:00,48.89,0.846
1987,1986-10-30 14:15:00,0.5,0.538,1986-10-30 14:15:00,75.85,1.434
1988,1988-08-13 08:15:00,0.39,,1988-08-13 08:15:00,41.79,
1989,1989-09-20 17:45:00,0.87,1.611,1989-09-20 17:45:00,107.75,6.342
1990,1990-01-10 18:45:00,0.66,0.846,1990-01-10 18:45:00,94.38,2.586
1991,1991-09-24 10:00:00,0.46,,1990-10-03 00:15:00,46.87,1.589
1992,1991-10-07 12:30:00,0.45,,1992-02-27 18:30:00,57.38,1.386
1993,1992-11-27 22:15:00,0.3,0.254,1992-11-27 22:15:00,52.97,0.598
1994,1993-10-01 13:00:00,0.56,0.875,1993-10-01 13:00:00,66.62,2.572
1995,1995-01-09 21:30:00,0.24,,1995-01-09 21:30:00,27.92,
1996,1995-10-25 03:00:00,0.34,0.276,1995-10-25 03:00:00,58.66,0.572
1997,1996-10-25 10:15:00,0.43,0.558,1996-10-25 10:15:00,58.81,1.547
1998,1997-11-17 03:30:00,0.44,0.603,1997-11-17 03:30:00,57.39,1.692
1999,1999-09-09 08:15:00,0.25,,1999-09-09 08:15:00,25.73,
2000,2000-08-08 22:45:00,0.38,,2000-01-31 02:00:00,52.64,0.59
2001,2001-07-11 19:30:00,0.5,0.658,2001-07-11 19:30:00,69.95,1.901
2002,2002-07-31 03:45:00,0.55,0.437,2002-07-31 03:45:00,101.8,0.949
2003,2003-01-17 10:45:00,0.16,0.118,2003-01-17 11:00:00,31.15,0.213
2004,2004-09-13 14:30:00,0.22,,2004-08-18 16:00:00,25.56,0.209
2005,2005-06-19 15:45:00,0.48,0.716,2005-06-19 15:45:00,54.81,2.049
2006,2006-09-15 04:00:00,0.5,0.806,2006-09-15 04:00:00,53.11,2.27
2007,2007-06-08 07:30:00,0.25,,2007-08-19 03:00:00,29.21,0.338
2008,2007-10-28 12:30:00,0.78,1.773,2007-10-28 12:30:00,81.26,7.806
2009,2009-01-11 05:30:00,0.32,,2009-01-11 05:30:00,33.45,
2010,2010-09-07 20:00:00,0.25,,2009-11-01 21:15:00,26.56,0.094
2011,2011-05-22 08:45:00,0.37,,2011-05-23 18:30:00,47.92,1.027
2012,2011-10-02 00:45:00,0.39,0.52,2011-11-26 18:30:00,47.89,0.996
2013,2013-06-23 21:15:00,0.25,,2012-12-31 14:00:00,34.94,0.349
2014,2013-10-10 09:15:00,0.32,,2014-08-11 02:00:00,45.93,0.259
2015,2014-10-06 16:00:00,0.35,0.227,2014-10-06 16:00:00,73.65,0.501
2016,2015-12-30 14:30:00,0.32,0.066,2015-12-30 14:30:00,176.58,0.13
2017,2016-12-23 21:15:00,0.26,0.255,2016-12-23 21:30:00,39.9,0.432
2018,2018-09-18 12:30:00,0.26,,2018-09-18 12:30:00,21.83,
2019,2019-07-24 20:00:00,0.53,0.914,2019-07-24 20:00:00,52.24,
2020,2020-06-06 10:30:00,0.46,,2020-07-28 03:00:00,50.03,1.246
2021,2021-07-28 15:45:00,0.17,0.179,2020-10-24 17:00:00,22.67,0.264
2022,2021-11-12 14:30:00,0.11,,2021-10-31 20:15:00,22.79,0.083
