water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1991,1991-01-29 12:30:00,0.06,,1991-03-22 20:00:00,0.36,0.14
1992,1992-08-12 19:30:00,0.08,,1991-11-04 04:30:00,0.73,0.247
1993,1993-06-18 18:00:00,0.13,0.289,1993-06-18 18:00:00,1.37,1.827
1994,1993-12-16 22:00:00,0.06,0.1,1993-10-06 13:15:00,1.31,0.183
1995,1995-09-07 21:15:00,0.05,0.044,1995-09-12 09:00:00,10.28,0.476
1996,1996-02-18 01:15:00,0.04,0.054,1996-02-18 01:15:00,0.82,0.14
1997,1996-10-28 12:15:00,0.04,0.063,1996-12-04 07:30:00,0.79,0.087
1998,1991-01-29 12:15:00,,,1991-01-29 12:15:00,,
1999,1999-07-03 23:30:00,0.11,0.256,1999-07-03 23:30:00,1.03,1.635
2000,1999-11-28 23:15:00,0.08,0.071,1999-11-28 23:15:00,3.21,0.198
2001,2000-11-03 12:00:00,0.12,0.211,2000-11-03 12:15:00,1.89,0.504
2002,2002-07-19 10:15:00,0.2,0.444,2002-07-19 10:15:00,2.46,3.037
2003,2002-11-16 03:15:00,0.05,0.06,2002-11-16 03:30:00,1.65,0.185
2004,2004-08-19 05:15:00,0.07,0.149,2004-06-24 11:00:00,1.98,0.102
2005,2005-06-13 02:15:00,0.08,0.154,2005-06-13 05:00:00,1.72,0.138
2006,2006-08-19 05:30:00,0.1,0.196,2005-10-12 01:00:00,1.98,0.137
2007,2007-06-29 08:15:00,0.08,0.1,2007-08-06 05:45:00,1.54,0.152
2008,2008-09-04 04:45:00,0.07,0.159,2007-11-22 09:00:00,1.35,0.068
2009,2009-09-04 00:30:00,0.13,0.114,2009-09-04 00:30:00,5.64,0.317
2010,2010-09-23 05:00:00,0.24,0.462,2010-09-23 09:00:00,14.66,0.55
2011,2011-08-07 13:30:00,0.05,0.104,2011-08-08 07:30:00,1.49,0.082
2012,2012-08-21 18:45:00,0.1,,2012-04-25 11:45:00,1.03,0.302
2013,2013-05-24 04:45:00,0.08,,2012-11-27 03:00:00,1.19,0.405
2014,2014-08-10 23:15:00,0.24,0.358,2014-08-10 23:45:00,7.31,0.448
2015,2014-10-08 03:30:00,0.1,0.096,2014-10-08 03:30:00,4.07,0.262
2016,2016-01-10 04:30:00,0.09,0.132,2016-06-17 11:15:00,2.14,0.172
2017,2017-09-13 10:00:00,0.09,0.062,2017-09-13 10:00:00,3.99,0.137
2018,2017-10-22 07:15:00,0.13,0.16,2017-10-22 07:15:00,3.48,0.429
2019,2019-08-31 15:00:00,0.07,0.156,2019-09-28 13:00:00,1.6,0.089
2020,2020-07-27 20:00:00,0.15,0.417,2020-07-27 20:00:00,1.58,1.756
2021,2021-05-10 17:45:00,0.25,0.781,2021-05-10 17:45:00,2.93,5.327
2022,2021-10-11 22:00:00,0.07,0.117,2021-10-11 22:00:00,1.28,0.321
