water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1978,1978-06-01 19:15:00,0.12,,1978-09-26 00:00:00,2.0,0.186
1979,1978-11-15 05:45:00,0.11,0.089,1978-11-15 05:45:00,1.9,0.183
1980,1980-07-26 01:15:00,0.35,0.614,1980-07-26 01:15:00,4.12,2.482
1981,1981-09-17 22:45:00,0.28,0.467,1981-09-18 00:00:00,3.3,0.454
1982,1982-06-28 13:30:00,0.2,,1982-06-28 13:30:00,2.19,
1983,1982-12-19 06:00:00,0.15,0.103,1982-12-19 06:00:00,2.85,0.202
1984,1984-01-13 03:00:00,0.12,0.073,1984-01-13 03:00:00,2.57,0.146
1985,1984-12-19 22:30:00,0.21,0.228,1984-12-19 22:30:00,2.98,0.522
1986,1986-08-06 18:45:00,0.24,0.436,1986-08-06 18:45:00,2.74,2.425
1987,1987-08-16 00:00:00,0.29,0.299,1987-08-16 00:00:00,4.32,0.675
1988,1988-08-18 04:45:00,0.2,0.253,1988-08-14 06:15:00,3.66,0.235
1989,1988-12-26 00:45:00,0.25,0.309,1988-12-26 00:45:00,3.48,0.853
1990,1990-03-10 01:45:00,0.24,0.192,1990-03-10 01:45:00,4.19,0.397
1991,1991-06-27 16:00:00,0.26,,1991-09-23 23:15:00,2.56,0.299
1992,1991-10-04 17:00:00,0.18,0.205,1991-10-04 17:00:00,3.18,0.71
1993,1993-09-10 14:45:00,0.19,,1993-03-17 03:15:00,2.49,0.153
1994,1994-07-31 18:15:00,0.35,,1994-07-31 18:15:00,2.79,
1995,1995-07-20 05:00:00,0.24,,1995-01-31 05:00:00,3.05,0.266
1996,1995-10-05 09:15:00,0.23,0.315,1995-10-05 09:15:00,3.05,1.027
1997,1997-09-03 15:15:00,0.13,,1996-10-28 16:00:00,1.61,0.063
1998,1998-09-02 17:30:00,0.4,0.435,1998-09-02 17:30:00,6.41,1.187
1999,1999-09-08 16:00:00,0.25,,1999-07-03 05:45:00,3.34,0.597
2000,2000-09-24 17:30:00,0.29,0.238,2000-09-24 17:30:00,4.96,0.489
2001,2000-10-25 01:15:00,0.12,0.078,2000-10-25 01:15:00,2.39,0.154
2002,2002-07-30 15:30:00,0.33,0.317,2002-07-30 15:30:00,5.18,0.703
2003,2002-11-06 01:30:00,0.1,0.115,2002-11-06 01:30:00,1.59,0.362
2004,2004-08-17 14:30:00,0.29,0.58,2004-01-11 04:30:00,3.98,1.411
2005,2005-09-26 15:30:00,0.15,0.231,2004-10-21 05:15:00,2.07,0.512
2006,2006-08-01 16:30:00,0.23,0.397,2006-05-04 23:00:00,2.61,0.483
2007,2006-10-11 15:00:00,0.19,0.221,2006-10-11 15:00:00,3.32,0.8
2008,2008-07-03 15:30:00,0.27,0.529,2008-08-19 18:45:00,2.28,0.912
2009,2009-08-14 16:45:00,0.17,0.153,2009-09-08 06:30:00,2.08,0.329
2010,2010-07-14 20:15:00,0.24,0.414,2010-07-14 20:15:00,2.1,2.079
2011,2011-07-17 17:30:00,0.33,0.55,2011-07-17 17:30:00,4.25,3.728
2012,2012-08-06 15:45:00,0.22,0.386,2012-07-04 14:45:00,2.28,0.814
2013,2013-07-26 19:00:00,0.19,,2013-01-31 11:15:00,1.76,0.177
2014,2013-10-21 23:45:00,0.15,0.106,2013-10-22 00:30:00,2.11,0.141
2015,2015-07-19 00:30:00,0.17,0.227,2015-07-19 00:30:00,1.98,0.872
2016,2016-07-08 04:15:00,0.29,0.414,2016-07-08 04:15:00,3.55,2.064
2017,2017-08-17 19:15:00,0.21,0.3,2017-08-17 19:15:00,2.31,1.179
2018,2018-06-09 17:30:00,0.26,,2018-06-09 17:30:00,1.89,
2019,2019-07-31 17:15:00,0.18,,2019-07-31 17:15:00,1.58,
2020,2020-01-29 16:00:00,0.15,0.163,2020-02-21 23:00:00,3.26,0.103
2021,2021-07-04 14:00:00,0.38,0.864,2021-07-04 14:00:00,3.03,15.947
2022,2021-10-27 15:45:00,0.19,0.221,2021-10-27 15:45:00,2.59,0.715
