water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1991,1991-09-21 16:30:00,0.04,,1991-01-02 08:15:00,5.04,0.034
1992,1992-01-03 02:00:00,0.03,0.014,1992-01-03 02:00:00,6.86,0.029
1993,1993-01-15 19:00:00,0.06,0.036,1993-01-15 19:00:00,10.1,0.065
1994,1994-01-27 11:45:00,0.04,0.028,1994-01-27 12:15:00,6.62,0.059
1995,1995-01-05 08:00:00,0.05,,1995-01-05 08:00:00,6.78,
1996,1995-10-24 20:15:00,0.03,0.021,1995-10-24 20:15:00,4.35,0.038
1997,1996-11-06 00:30:00,0.04,0.024,1996-11-06 02:45:00,7.14,0.046
1998,1998-02-27 01:45:00,0.04,,1998-01-03 22:00:00,5.59,0.038
1999,1998-11-10 03:15:00,0.04,0.029,1998-11-10 03:15:00,6.57,0.06
2000,1999-10-31 08:30:00,0.04,,2000-01-30 21:00:00,5.14,0.05
2001,2001-04-03 13:00:00,0.03,,2000-10-29 10:45:00,3.29,0.027
2002,2001-10-01 01:00:00,0.03,,2002-02-22 12:00:00,5.4,0.039
2003,2003-01-15 16:30:00,0.05,,2003-01-15 16:30:00,4.75,
2004,2004-02-03 14:00:00,0.03,,2004-08-11 14:00:00,4.64,
2005,2005-01-11 23:30:00,0.03,0.014,2005-01-11 23:30:00,6.71,0.028
2006,2005-11-11 15:15:00,0.04,0.026,2005-11-11 15:15:00,5.87,0.044
2007,2006-12-11 03:45:00,0.04,0.024,2006-12-03 20:00:00,6.92,0.031
2008,2008-01-08 20:45:00,0.07,,2008-01-08 20:45:00,9.57,
2009,2009-03-07 22:30:00,0.05,,2008-12-19 22:30:00,6.18,0.049
2010,2009-10-03 11:00:00,0.03,,2009-11-22 22:00:00,3.39,0.02
2011,2011-05-22 13:00:00,0.04,,2011-05-24 12:30:00,6.92,0.071
2012,2011-12-08 14:15:00,0.06,0.045,2011-12-08 14:15:00,8.55,0.091
2013,2013-02-04 18:45:00,0.03,,2013-01-29 23:45:00,4.01,0.033
2014,2013-12-05 09:00:00,0.04,,2014-03-07 10:00:00,6.0,0.05
2015,2014-10-02 18:45:00,0.04,,2015-01-10 04:45:00,6.01,0.039
2016,2015-11-11 17:30:00,0.04,0.028,2015-12-30 08:45:00,7.53,0.039
2017,2016-12-23 13:15:00,0.03,,2016-12-26 06:00:00,4.09,0.035
2018,2018-09-19 10:45:00,0.06,,2018-09-19 10:45:00,9.73,
2019,2019-03-02 17:15:00,0.06,,2019-03-02 17:15:00,5.67,
2020,2020-02-22 00:15:00,0.04,0.021,2020-02-22 00:15:00,7.0,0.036
2021,2021-03-10 02:15:00,0.04,,2020-11-01 08:00:00,5.99,0.036
2022,2021-12-07 12:30:00,0.03,,2021-12-07 12:30:00,2.85,
