water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1975,1975-08-15 02:30:00,0.42,,1975-08-15 02:30:00,30.32,
1976,1976-07-03 07:00:00,0.32,,1975-11-16 00:15:00,18.31,
1977,1976-11-28 04:00:00,0.24,0.231,1976-11-28 04:00:00,32.42,0.606
1978,1978-02-23 07:15:00,0.27,0.31,1978-02-23 07:15:00,30.54,0.871
1979,1979-09-20 23:15:00,0.33,,1979-01-07 11:45:00,37.21,0.755
1980,1980-07-26 12:00:00,0.43,,1980-07-26 12:00:00,31.96,
1981,1981-05-26 02:00:00,0.14,,1981-09-26 21:00:00,24.82,0.141
1982,1982-08-06 20:15:00,0.69,0.841,1982-08-06 20:15:00,105.57,3.526
1983,1983-09-19 07:30:00,0.29,0.382,1983-09-19 07:30:00,33.76,1.348
1984,1984-09-23 18:30:00,0.37,0.44,1984-09-23 18:30:00,49.23,1.522
1985,1984-10-18 12:30:00,0.25,,1984-10-18 13:45:00,30.19,0.708
1986,1986-08-16 12:15:00,0.29,0.363,1986-08-16 12:15:00,34.46,1.22
1987,1986-10-25 02:00:00,0.37,,1986-11-09 15:30:00,36.98,0.727
1988,1988-09-29 03:30:00,0.42,0.7,1988-09-29 03:30:00,39.98,2.986
1989,1989-09-20 12:15:00,0.37,0.402,1989-09-20 12:15:00,53.26,1.277
1990,1990-09-07 00:15:00,0.64,1.255,1990-09-07 00:15:00,64.0,6.987
1991,1991-09-21 23:00:00,0.58,1.415,1991-09-21 23:00:00,45.4,9.08
1992,1992-05-21 02:00:00,0.41,,1992-09-30 21:30:00,38.9,2.5
1993,1993-08-23 18:15:00,0.19,,1993-01-17 09:45:00,22.26,0.05
1994,1994-08-23 21:30:00,0.35,,1993-10-01 08:00:00,36.97,0.74
1995,1995-01-09 15:45:00,0.2,,1994-11-19 04:15:00,19.95,0.36
1996,1996-01-03 20:15:00,0.31,0.316,1996-01-03 20:15:00,46.35,0.954
1997,1996-10-25 05:00:00,0.15,0.165,1997-07-01 09:30:00,18.79,0.349
1998,1997-11-16 22:00:00,0.33,0.393,1997-11-16 22:00:00,40.6,1.186
1999,1999-09-09 01:00:00,0.54,1.125,1999-09-09 01:00:00,46.32,6.433
2000,2000-08-27 07:45:00,0.31,,2000-01-30 22:00:00,39.72,0.504
2001,2001-02-11 11:45:00,0.26,0.277,2001-02-11 11:45:00,35.66,0.818
2002,2002-08-19 00:15:00,0.4,0.615,2001-10-14 21:30:00,45.35,1.396
2003,2003-01-17 06:45:00,0.11,0.09,2003-01-17 07:15:00,23.31,0.188
2004,2004-08-06 09:30:00,0.32,0.485,2004-08-06 09:30:00,30.49,
2005,2005-06-13 08:00:00,0.42,0.667,2005-06-13 08:00:00,41.36,2.886
2006,2006-06-30 22:15:00,0.38,,2006-06-30 22:15:00,28.84,
2007,2007-09-25 03:30:00,0.25,,2007-07-14 07:15:00,32.42,0.425
2008,2007-10-28 07:00:00,0.51,0.944,2007-10-28 07:00:00,47.06,5.288
2009,2009-01-10 23:30:00,0.24,0.324,2009-01-10 23:30:00,22.49,
2010,2010-09-07 19:30:00,0.47,0.797,2010-09-07 19:30:00,46.3,3.808
2011,2011-08-28 12:45:00,0.33,0.471,2011-08-28 12:45:00,34.6,1.73
2012,2012-08-27 18:30:00,0.31,0.408,2011-11-12 06:00:00,36.12,1.106
2013,2012-11-22 14:45:00,0.17,0.148,2012-11-22 14:45:00,27.0,0.373
2014,2013-12-05 11:15:00,0.31,0.333,2013-12-05 11:15:00,45.82,1.198
2015,2014-10-06 12:15:00,0.39,0.39,2014-10-06 12:15:00,62.71,1.294
2016,2016-07-20 15:15:00,0.41,0.506,2016-07-20 15:15:00,56.72,1.483
2017,2017-05-28 07:45:00,0.27,,2017-05-28 07:45:00,18.65,
2018,2018-09-16 12:00:00,0.27,,2018-09-16 12:00:00,21.78,
2019,2019-07-24 13:45:00,0.53,1.06,2018-12-18 12:45:00,67.46,0.671
2020,2020-07-27 21:15:00,0.51,1.085,2020-07-27 21:15:00,49.34,4.833
2021,2021-02-20 20:00:00,0.3,0.173,2021-02-20 20:00:00,80.88,0.401
2022,2021-11-26 11:00:00,0.12,,2021-10-29 18:30:00,17.4,0.187
