water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1978,1978-06-04 21:30:00,0.34,,1978-09-26 06:30:00,3.110000000000001,0.25491803278688535
1979,1978-11-03 14:15:00,0.22999999999999998,0.41071428571428564,1978-11-03 14:15:00,5.08,2.0
1980,1980-06-05 10:30:00,0.32999999999999996,,1980-06-24 22:45:00,3.9200000000000004,1.3333333333333335
1981,1981-07-11 20:00:00,0.18,,1981-09-20 01:00:00,4.890000000000001,0.5391400220507166
1982,1982-01-16 20:15:00,0.1200000000000001,0.12121212121212133,1982-09-27 14:30:00,5.410000000000004,0.19824111396115807
1983,1983-01-01 05:15:00,0.19000000000000006,0.20652173913043484,1983-01-01 05:15:00,6.779999999999999,0.5890529973935708
1984,1984-01-13 03:00:00,0.13000000000000012,0.076923076923077,1984-01-13 03:00:00,7.799999999999997,0.16748980030062266
1985,1985-09-21 01:15:00,0.17000000000000004,0.19101123595505623,1984-11-27 13:00:00,8.410000000000004,0.25209832134292576
1986,1986-03-04 05:00:00,0.24,0.4285714285714285,1986-03-04 05:00:00,5.32,2.0944881889763782
1987,1987-05-17 17:15:00,0.19,,1986-12-02 13:15:00,3.599999999999998,0.18367346938775497
1988,1987-12-27 11:15:00,0.19999999999999996,0.25974025974025966,1987-12-27 11:15:00,6.07,0.8349381017881706
1989,1989-01-13 19:45:00,0.22000000000000008,0.31428571428571445,1989-01-13 19:45:00,5.92,1.0763636363636364
1990,1990-09-18 23:30:00,0.15999999999999992,0.30188679245283,1990-02-24 14:00:00,4.629999999999999,0.2338383838383838
1991,1991-07-08 12:45:00,0.27,,1990-10-06 16:45:00,7.230000000000004,0.12525987525987534
1992,1991-10-16 04:00:00,0.22999999999999993,0.49999999999999983,1991-10-16 04:00:00,4.08,3.428571428571429
1993,1993-08-02 09:30:00,0.33999999999999997,,1992-11-22 18:45:00,2.969999999999999,0.2428454619787407
1994,1994-07-31 19:15:00,0.45,1.4516129032258065,1994-02-01 07:15:00,8.56,0.593619972260749
1995,1994-12-28 09:00:00,0.17999999999999994,0.22222222222222213,1994-12-11 17:00:00,5.640000000000001,0.12728503723764387
1996,1996-05-28 18:15:00,0.12,,1996-02-17 21:30:00,1.6799999999999997,0.3636363636363636
1997,1997-07-21 23:00:00,0.15,,1997-02-17 14:30:00,5.020000000000003,0.16209234743299977
1998,1998-07-19 14:15:00,0.14,,1997-12-11 05:15:00,3.900000000000002,0.25965379494008006
1999,1998-11-22 01:15:00,0.10999999999999999,0.13580246913580243,1998-11-28 03:45:00,3.839999999999998,0.24678663239074536
2000,2000-09-24 17:15:00,0.20000000000000007,0.2325581395348838,2000-09-24 17:15:00,6.49,0.6615698267074414
2001,2000-12-12 17:15:00,0.15000000000000002,0.1785714285714286,2000-12-12 17:15:00,4.880000000000001,0.5416204217536073
2002,2002-07-10 16:15:00,0.18000000000000005,,2002-07-30 16:00:00,5.25,0.3064798598949212
2003,2003-09-21 23:00:00,0.38,1.027027027027027,2003-05-30 17:15:00,6.77,0.8236009732360097
2004,2004-08-08 22:00:00,0.53,2.0384615384615383,2004-08-08 22:00:00,7.22,14.44
2005,2004-12-14 12:30:00,0.28,0.27722772277227725,2004-12-14 12:30:00,11.440000000000001,0.787878787878788
2006,2006-05-04 22:00:00,0.48000000000000004,1.0666666666666667,2006-05-04 22:00:00,10.67,9.119658119658121
2007,2007-05-10 00:30:00,0.3,,2006-11-15 20:45:00,6.75,0.2704326923076923
2008,2008-09-02 21:15:00,0.43000000000000005,0.6935483870967742,2008-09-02 21:15:00,12.32,3.375342465753425
2009,2009-07-03 16:45:00,0.35,,2009-09-08 09:15:00,5.23,0.35195154777927323
2010,2010-07-21 15:45:00,0.39,1.0,2010-07-21 15:45:00,5.4,6.352941176470589
2011,2011-08-26 16:00:00,0.48,2.2857142857142856,2010-12-10 12:30:00,8.35,0.7254561251086012
2012,2012-08-04 19:45:00,0.47,0.8392857142857142,2012-08-04 19:45:00,10.95,5.046082949308755
2013,2013-09-06 23:30:00,0.27,,2013-05-18 20:00:00,4.379999999999999,1.3949044585987258
2014,2014-08-14 18:00:00,0.31999999999999995,,2013-12-20 20:00:00,5.260000000000002,0.2912513842746402
2015,2014-10-17 02:00:00,0.29000000000000004,,2014-12-22 02:45:00,5.609999999999999,0.10657294832826747
2016,2016-07-20 09:45:00,0.35999999999999993,1.0909090909090906,2015-11-12 17:15:00,6.01,2.2765151515151514
2017,2017-07-26 10:30:00,0.32,,2017-07-29 19:00:00,3.09,
2018,2018-06-20 01:00:00,0.33,,2018-01-23 09:45:00,2.789999999999999,0.14184036603965425
2019,2019-07-31 00:30:00,0.25000000000000006,,2019-08-11 22:00:00,5.579999999999998,0.14209320091673028
2020,2020-06-10 16:15:00,0.45999999999999996,1.7037037037037035,2019-12-07 23:00:00,5.899999999999999,0.24696525742988693
2021,2021-08-08 14:45:00,0.48000000000000004,,2021-08-08 14:45:00,3.8400000000000003,
2022,2021-10-27 17:30:00,0.09000000000000008,0.07826086956521747,2021-10-27 17:45:00,3.8599999999999994,0.18746964545896064
