water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1992,1992-07-19 06:00:00,0.08,0.114,1992-09-06 14:15:00,0.91,0.08
1993,1993-06-09 21:15:00,0.17,0.212,1993-06-09 21:30:00,2.34,0.513
1994,1994-08-23 06:15:00,0.2,,1994-08-23 06:30:00,2.02,0.985
1995,1994-10-23 04:15:00,0.11,0.147,1994-12-10 18:00:00,2.27,0.069
1996,1996-03-12 11:45:00,0.07,0.085,1996-03-12 12:00:00,0.84,0.235
1997,1997-06-19 14:15:00,0.15,0.217,1997-06-19 14:30:00,1.66,0.548
1998,1998-07-31 21:00:00,0.21,0.25,1998-07-31 21:00:00,2.55,0.828
1999,1999-05-12 19:45:00,0.3,0.37,1999-05-12 19:45:00,3.78,1.38
2000,2000-08-02 18:15:00,0.18,0.225,2000-08-02 18:15:00,2.04,0.758
2001,2001-07-04 01:00:00,0.37,0.561,2001-07-04 01:00:00,3.98,2.457
2002,2002-08-07 02:30:00,0.18,0.187,2002-08-07 03:00:00,2.85,0.288
2003,2003-07-20 13:45:00,0.17,0.274,2003-07-21 15:15:00,1.49,1.007
2004,2004-05-10 17:15:00,0.22,0.333,2004-05-10 17:15:00,2.03,1.238
2005,2005-06-30 18:30:00,0.24,0.324,2005-06-30 18:30:00,2.59,1.131
2006,2006-08-18 20:15:00,0.14,,2006-09-24 16:15:00,1.48,0.51
2007,2007-07-01 17:15:00,0.19,0.204,2007-07-01 17:15:00,2.55,0.601
2008,2008-08-01 08:00:00,0.2,0.274,2008-08-12 16:45:00,2.12,0.726
2009,2009-07-13 17:00:00,0.21,0.318,2009-07-13 17:00:00,1.96,1.21
2010,2010-08-01 18:30:00,0.14,,2009-11-19 06:45:00,1.3,0.154
2011,2011-07-06 06:15:00,0.24,0.381,2011-07-06 06:15:00,2.21,1.535
2012,2012-08-25 16:45:00,0.13,0.144,2012-06-22 17:15:00,2.09,0.132
2013,2013-07-04 09:00:00,0.22,0.361,2013-07-04 09:00:00,2.04,1.283
2014,2014-07-19 20:45:00,0.15,,2014-07-19 20:45:00,1.26,
2015,2015-07-04 08:00:00,0.21,0.262,2015-07-04 08:00:00,2.44,0.724
2016,2016-07-20 10:00:00,0.21,0.253,2016-07-20 10:00:00,2.57,0.696
2017,2017-05-22 21:45:00,0.16,,2017-07-26 11:15:00,1.38,
2018,2018-06-02 17:15:00,0.26,0.394,2018-06-02 17:15:00,2.66,1.317
2019,2019-08-03 22:15:00,0.15,,2019-08-03 22:15:00,0.97,
2020,2020-08-12 04:45:00,0.16,0.17,2020-08-12 04:45:00,2.14,0.432
2021,2021-07-03 18:00:00,0.24,0.369,2021-07-03 18:00:00,2.44,1.298
2022,2021-10-27 17:00:00,0.09,0.106,2021-10-27 17:00:00,1.11,0.289
