water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1977,1977-09-11 17:45:00,0.03,,1977-09-11 17:45:00,1.29,
1978,1977-11-04 05:00:00,0.07,,1978-02-23 05:45:00,6.04,0.146
1979,1979-08-14 12:15:00,0.08,,1979-07-31 17:15:00,3.9,0.083
1980,1980-07-19 20:15:00,0.18,,1980-08-01 20:00:00,7.96,
1981,1981-09-20 10:45:00,0.08,,1981-09-20 13:45:00,4.94,0.082
1982,1982-01-09 12:00:00,0.06,,1981-10-04 01:15:00,5.63,0.028
1983,1983-05-19 18:15:00,0.06,,1982-12-24 05:00:00,3.3,0.055
1984,1983-10-04 18:15:00,0.18,,1983-10-04 18:30:00,12.41,0.454
1985,1985-06-25 00:45:00,0.16,,1985-02-01 13:30:00,6.91,0.07
1986,1985-12-01 06:30:00,0.1,0.062,1985-12-01 06:30:00,11.85,0.139
1987,1987-06-23 19:45:00,0.09,,1986-12-17 19:30:00,3.83,
1988,1988-07-06 23:00:00,0.09,,1988-09-12 06:15:00,4.03,
1989,1988-10-27 20:15:00,0.12,,1988-10-27 20:30:00,6.63,
1990,1989-12-17 05:00:00,0.08,,1990-07-03 22:00:00,7.71,0.125
1991,1990-10-15 15:45:00,0.07,,1990-10-28 22:00:00,5.48,0.142
1992,1991-11-04 02:00:00,0.06,,1992-01-02 05:30:00,4.35,0.039
1993,1993-05-06 19:45:00,0.06,,1992-12-13 11:30:00,2.88,0.066
1994,1993-12-16 19:45:00,0.05,0.044,1993-10-06 19:30:00,4.56,0.03
1995,1994-10-23 17:45:00,0.05,,1995-02-15 09:00:00,5.23,0.077
1996,1996-01-02 11:00:00,0.09,0.074,1996-01-02 11:00:00,7.28,0.161
1997,1997-07-25 00:15:00,0.08,,1997-04-04 20:30:00,3.44,
1998,1998-06-27 16:30:00,0.17,0.144,1998-06-27 16:30:00,14.83,0.345
1999,1999-07-20 21:45:00,0.13,,1998-10-20 20:00:00,9.0,0.182
2000,2000-07-28 04:00:00,0.09,,1999-11-28 17:30:00,3.88,0.07
2001,2000-10-28 22:00:00,0.13,,2000-10-28 22:00:00,8.79,
2002,2002-08-06 23:45:00,0.24,,2002-08-06 23:45:00,9.72,
2003,2003-01-12 07:45:00,0.09,,2003-01-12 07:45:00,3.75,
2004,2004-06-10 23:00:00,0.29,,2004-06-10 23:00:00,11.42,
2005,2005-06-13 03:15:00,0.08,,2005-06-13 03:45:00,5.44,
2006,2006-08-02 00:15:00,0.07,,2005-11-12 03:30:00,3.9,0.068
2007,2007-07-04 17:15:00,0.06,,2006-10-26 18:00:00,12.11,0.037
2008,2008-01-25 03:00:00,0.05,0.038,2007-12-07 04:30:00,4.69,0.067
2009,2009-03-23 05:30:00,0.05,,2009-09-04 00:00:00,4.12,0.046
2010,2010-01-14 11:15:00,0.4,0.392,2010-01-14 11:15:00,31.27,1.006
2011,2010-12-03 14:00:00,0.08,,2010-12-11 00:45:00,6.19,0.029
2012,2012-08-20 17:45:00,0.12,,2011-12-08 21:00:00,4.62,0.056
2013,2013-05-13 23:00:00,0.06,0.052,2013-05-13 23:00:00,4.93,0.122
2014,2014-08-11 03:00:00,0.14,,2014-08-11 04:30:00,8.41,0.137
2015,2015-08-11 00:45:00,0.14,,2015-01-09 04:45:00,6.12,0.089
2016,2016-01-10 09:15:00,0.05,0.032,2016-01-10 09:15:00,5.15,0.065
2017,2017-07-31 01:45:00,0.06,,2016-12-31 11:15:00,3.49,0.032
2018,2017-11-27 09:45:00,0.04,0.027,2017-11-27 09:45:00,3.44,0.05
2019,2019-08-06 16:45:00,0.19,,2019-07-11 16:00:00,10.18,0.196
2020,2020-01-07 16:30:00,0.04,,2020-02-29 10:15:00,3.0,0.065
2021,2021-07-29 05:00:00,0.12,,2021-01-15 18:45:00,4.51,
2022,2021-10-07 02:00:00,0.02,,2021-11-01 12:15:00,1.7,0.028
