water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1978,1978-02-23 07:45:00,0.23,0.264,1978-02-23 07:45:00,25.73,0.756
1979,1978-10-05 11:30:00,0.27,0.087,1978-10-05 11:30:00,62.92,0.148
1980,1980-08-15 01:00:00,0.34,,1980-08-15 01:15:00,34.76,0.934
1981,1981-02-02 06:30:00,0.38,0.481,1981-02-02 06:30:00,40.7,1.529
1982,1982-02-26 20:00:00,0.31,,1981-11-10 03:30:00,23.57,0.098
1983,1983-01-14 04:45:00,0.17,,1983-03-05 06:00:00,26.55,0.152
1984,1983-10-04 17:30:00,0.32,0.327,1983-10-04 17:30:00,35.71,0.772
1985,1985-08-16 14:15:00,0.25,0.269,1985-08-16 14:30:00,29.42,0.434
1986,1986-08-14 08:15:00,0.36,,1985-12-16 07:30:00,18.09,0.213
1987,1987-09-12 02:15:00,0.25,0.234,1987-09-12 03:00:00,38.24,0.282
1988,1988-09-08 10:30:00,0.26,,1988-09-08 11:00:00,31.61,0.615
1989,1989-09-25 09:45:00,0.28,,1988-12-09 15:30:00,29.99,0.231
1990,1990-05-06 04:45:00,0.34,,1990-03-10 13:15:00,62.06,0.132
1991,1991-08-23 13:30:00,0.32,0.372,1991-07-18 22:00:00,32.34,0.713
1992,1992-01-06 09:15:00,0.36,0.321,1992-01-06 09:30:00,55.94,0.661
1993,1993-03-15 16:00:00,0.29,,1992-11-27 14:30:00,32.97,0.175
1994,1994-09-27 01:15:00,0.34,,1994-09-27 01:30:00,31.73,1.723
1995,1995-09-08 01:00:00,0.3,0.306,1995-09-08 01:00:00,33.09,0.99
1996,1996-08-25 18:15:00,0.37,,1996-08-25 18:30:00,34.39,1.311
1997,1996-10-19 05:00:00,0.34,0.436,1996-10-19 05:30:00,40.96,0.54
1998,1998-06-21 04:45:00,0.41,,1998-06-21 05:00:00,31.82,1.804
1999,1999-09-11 14:15:00,0.35,0.422,1999-09-11 14:30:00,40.61,0.825
2000,2000-07-28 19:00:00,0.45,,2000-01-30 16:30:00,27.52,0.293
2001,2001-01-24 14:15:00,0.44,0.557,2000-10-29 07:45:00,46.72,0.284
2002,2001-10-08 04:45:00,0.46,,2001-10-29 16:45:00,37.39,0.208
2003,2003-01-20 18:45:00,0.2,,2003-09-25 22:00:00,20.43,0.224
2004,2004-05-31 19:45:00,0.38,,2004-09-12 05:30:00,29.65,0.902
2005,2005-05-20 20:45:00,0.5,,2005-09-13 14:15:00,35.75,0.479
2006,2005-11-10 01:45:00,0.38,0.458,2005-11-10 01:45:00,35.0,1.679
2007,2007-08-13 12:15:00,0.29,0.363,2006-10-26 05:45:00,35.62,0.194
2008,2008-02-21 09:15:00,0.3,0.38,2008-01-27 01:45:00,28.32,0.064
2009,2008-10-20 03:15:00,0.37,0.359,2008-10-20 03:15:00,41.65,1.119
2010,2010-08-10 15:45:00,0.29,,2010-03-15 02:30:00,22.68,0.176
2011,2011-08-04 22:15:00,0.48,,2010-12-30 09:45:00,34.07,1.761
2012,2012-08-21 20:30:00,0.61,1.245,2012-08-21 20:30:00,37.7,6.522
2013,2013-07-29 19:30:00,0.66,0.892,2013-07-29 19:30:00,61.25,3.631
2014,2014-08-29 15:30:00,0.89,2.472,2014-08-29 15:30:00,57.96,23.184
2015,2015-08-10 17:30:00,0.9,2.368,2015-08-10 17:45:00,77.11,1.193
2016,2016-08-08 01:30:00,0.34,,2016-08-03 18:00:00,38.1,0.636
2017,2017-08-01 18:00:00,0.39,,2017-08-01 18:00:00,22.78,
2018,2017-11-06 23:45:00,0.24,,2017-11-07 00:00:00,20.25,0.916
2019,2019-08-05 15:45:00,0.31,,2018-10-23 03:45:00,57.58,0.133
2020,2020-01-02 20:45:00,0.19,,2020-05-23 21:00:00,27.1,0.144
2021,2021-07-12 20:00:00,0.3,,2020-10-21 05:30:00,25.66,0.274
2022,2021-10-03 17:00:00,0.24,0.255,2021-11-18 04:45:00,30.67,0.254
