water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1988,1988-08-18 02:45:00,0.25,0.223,1988-08-18 02:45:00,8.11,0.382
1989,1988-10-18 14:00:00,1.03,2.943,1988-10-18 14:00:00,27.76,13.219
1990,1989-10-15 18:00:00,0.53,0.841,1989-10-15 18:00:00,14.56,1.848
1991,1991-08-09 05:30:00,0.94,3.032,1991-08-09 05:30:00,26.05,22.076
1992,1991-10-16 06:00:00,1.02,2.757,1991-10-16 06:00:00,30.29,13.644
1993,1993-01-15 01:15:00,0.23,,1993-05-17 15:15:00,39.53,0.163
1994,1994-03-22 04:15:00,0.42,0.433,1994-03-22 04:15:00,13.26,0.795
1995,1995-09-24 02:00:00,0.74,,1995-09-24 02:00:00,18.34,22.925
1996,1996-06-11 11:45:00,0.38,0.376,1995-10-24 19:15:00,16.36,0.211
1997,1997-07-29 20:00:00,0.27,0.287,1997-09-03 09:45:00,10.39,0.101
1998,1997-12-06 01:15:00,0.66,1.5,1997-12-06 01:15:00,18.34,7.0
1999,1998-10-09 15:15:00,0.63,,1998-10-21 02:45:00,20.31,0.097
2000,2000-09-06 07:00:00,0.29,,1999-12-22 18:00:00,11.95,0.058
2001,2001-09-12 14:30:00,0.67,1.34,2000-10-25 06:45:00,34.74,0.111
2002,2001-10-25 16:15:00,0.47,0.48,2001-10-25 16:15:00,15.23,0.934
2003,2003-09-22 03:45:00,0.75,1.829,2003-09-22 03:45:00,21.08,10.436
2004,2004-08-26 22:00:00,0.39,,2004-08-26 22:00:00,11.75,
2005,2005-09-19 17:45:00,0.71,1.543,2005-09-19 17:45:00,18.53,7.442
2006,2005-10-08 05:15:00,0.45,0.523,2005-10-08 05:15:00,12.82,1.039
2007,2006-11-07 22:45:00,0.43,,2006-12-01 02:45:00,26.71,0.101
2008,2007-11-24 08:30:00,0.52,0.765,2007-11-24 08:30:00,15.38,2.309
2009,2008-10-04 11:45:00,0.32,0.405,2008-12-13 02:15:00,19.37,0.105
2010,2010-04-05 06:30:00,0.26,0.268,2010-01-16 09:00:00,8.06,0.091
2011,2010-10-26 07:00:00,0.6,0.741,2010-10-26 07:00:00,17.79,1.623
2012,2012-08-04 16:45:00,0.48,0.706,2012-08-04 16:45:00,14.0,1.926
2013,2013-09-15 11:30:00,0.6,1.091,2013-09-15 11:30:00,16.69,4.982
2014,2014-07-19 20:30:00,0.26,,2014-07-19 20:30:00,7.89,
2015,2015-06-28 08:00:00,0.45,0.634,2015-06-28 08:00:00,13.21,1.94
2016,2016-07-20 11:15:00,0.37,,2016-07-20 11:15:00,11.19,
2017,2017-08-23 05:30:00,0.35,0.398,2017-08-23 05:30:00,11.85,1.192
2018,2017-11-07 06:15:00,0.4,0.417,2017-11-07 06:15:00,12.83,1.025
2019,2019-08-30 19:45:00,0.28,,2019-07-21 21:30:00,8.82,0.598
2020,2020-06-17 20:00:00,0.91,1.468,2020-06-17 20:00:00,27.26,8.572
2021,2021-03-10 00:45:00,0.49,0.544,2021-03-10 00:45:00,15.68,1.488
2022,2021-10-17 01:45:00,0.45,0.584,2021-10-17 01:45:00,14.3,2.097
