water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1992,1992-06-09 17:30:00,0.06,,1992-09-30 12:30:00,2.31,0.124
1993,1993-01-23 17:45:00,0.08,0.064,1993-01-23 18:00:00,5.93,0.123
1994,1994-03-14 03:45:00,0.13,0.137,1994-03-14 04:00:00,8.12,0.266
1995,1995-01-31 07:30:00,0.08,0.094,1995-01-31 09:30:00,4.52,0.101
1996,1995-11-09 10:45:00,0.13,,1995-11-15 14:00:00,4.45,0.072
1997,1997-08-13 20:15:00,0.18,,1997-08-13 21:00:00,8.08,0.379
1998,1998-07-31 23:00:00,0.11,,1997-12-11 08:30:00,5.79,0.119
1999,1999-08-01 20:45:00,0.22,,1999-09-29 14:00:00,5.71,0.412
2000,2000-07-28 18:45:00,0.42,1.4,2000-08-02 16:00:00,14.14,1.403
2001,2001-08-08 22:00:00,0.15,,2000-11-06 18:45:00,6.49,0.068
2002,2002-07-30 13:00:00,0.35,0.66,2002-07-30 14:45:00,24.32,0.274
2003,2003-05-30 18:45:00,0.19,,2002-10-12 11:15:00,8.88,0.438
2004,2004-08-09 17:15:00,0.1,0.088,2004-08-09 19:00:00,6.92,0.096
2005,2004-10-04 07:15:00,0.1,0.133,2004-10-24 21:45:00,5.05,0.095
2006,2006-07-06 15:45:00,0.13,,2005-10-11 23:00:00,2.97,0.073
2007,2007-07-01 10:00:00,0.17,,2007-07-01 10:00:00,5.32,
2008,2008-08-10 00:00:00,0.24,0.203,2008-08-10 00:00:00,17.84,0.479
2009,2009-06-14 16:45:00,0.4,1.0,2009-06-14 16:45:00,13.26,4.319
2010,2010-06-05 19:15:00,0.12,,2009-11-19 09:00:00,10.06,0.179
2011,2011-07-16 14:00:00,0.08,,2011-08-11 02:00:00,5.34,0.058
2012,2012-08-29 12:45:00,0.12,,2011-10-17 16:45:00,4.94,0.109
2013,2013-07-23 19:00:00,0.34,0.773,2013-07-23 19:00:00,11.4,2.886
2014,2013-12-30 09:15:00,0.16,0.133,2013-12-30 09:15:00,12.16,0.314
2015,2015-07-04 07:15:00,0.22,,2015-01-11 13:45:00,6.0,0.253
2016,2016-07-20 08:45:00,0.13,,2016-01-10 19:15:00,6.61,0.106
2017,2017-06-05 16:00:00,0.21,,2017-06-05 16:00:00,6.41,
2018,2017-12-25 06:00:00,0.06,0.06,2018-01-23 18:00:00,3.8,0.089
2019,2019-08-07 18:00:00,0.2,0.364,2019-08-07 18:00:00,7.15,1.027
2020,2020-08-12 05:15:00,0.17,0.293,2020-02-09 01:30:00,6.87,0.111
2021,2021-07-04 15:45:00,0.6,1.818,2021-07-04 15:45:00,20.81,11.757
2022,2021-12-01 00:45:00,0.06,0.063,2021-12-01 01:00:00,3.22,0.121
