water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1991,1991-01-01 18:45:00,0.06,0.041,1991-01-02 04:00:00,17.38,0.032
1992,1991-12-11 14:00:00,0.14,,1991-12-11 14:15:00,35.27,
1993,1992-12-16 05:30:00,0.14,0.082,1993-01-17 06:15:00,65.1,0.042
1994,1993-12-04 03:00:00,0.09,0.055,1994-03-14 12:45:00,25.39,0.048
1995,1995-09-08 05:00:00,0.07,,1994-12-11 06:15:00,20.62,0.023
1996,1995-10-03 03:45:00,0.11,,1995-10-25 01:00:00,32.18,0.046
1997,1997-02-17 23:30:00,0.16,0.062,1997-02-17 23:30:00,58.74,0.087
1998,1997-11-18 06:30:00,0.13,0.098,1997-11-18 06:30:00,34.49,0.126
1999,1999-09-08 23:45:00,0.11,,1999-09-08 23:45:00,25.58,
2000,2000-01-31 00:15:00,0.14,0.071,2000-01-31 00:15:00,48.29,0.103
2001,2001-08-20 04:00:00,0.1,,2001-08-20 04:00:00,28.66,
2002,2002-07-30 04:30:00,0.2,0.163,2002-07-30 04:30:00,54.4,0.215
2003,2002-11-21 22:45:00,0.13,0.059,2002-11-21 22:45:00,44.93,0.082
2004,2003-11-29 18:30:00,0.16,0.072,2003-11-29 18:30:00,54.77,0.1
2005,2005-03-16 05:15:00,0.11,0.068,2005-03-16 05:15:00,31.26,0.086
2006,2005-11-11 12:00:00,0.21,0.104,2005-11-11 12:00:00,71.21,0.148
2007,2007-07-26 09:00:00,0.12,,2006-11-20 03:45:00,32.02,0.06
2008,2007-10-28 07:30:00,0.14,,2007-10-28 07:45:00,34.81,
2009,2009-08-20 14:15:00,0.15,0.108,2009-08-20 14:30:00,43.91,0.13
2010,2010-09-29 16:15:00,0.15,0.11,2010-09-29 16:15:00,41.86,0.145
2011,2010-10-30 01:45:00,0.12,0.062,2010-10-30 01:45:00,40.64,0.088
2012,2011-12-01 01:30:00,0.07,0.026,2011-12-01 00:45:00,24.94,0.039
2013,2013-05-03 23:00:00,0.11,0.063,2013-05-03 23:00:00,32.72,0.083
2014,2014-08-30 02:00:00,0.11,,2013-12-21 01:30:00,28.28,0.043
2015,2014-10-06 15:00:00,0.16,,2014-10-06 15:00:00,42.42,
2016,2016-07-20 16:45:00,0.19,,2016-07-20 16:45:00,46.06,
2017,2017-09-24 19:15:00,0.09,,2017-09-24 19:15:00,20.54,
2018,2018-09-19 17:00:00,0.11,0.065,2018-09-19 17:00:00,33.66,0.089
2019,2019-08-07 07:15:00,0.16,,2019-08-07 07:30:00,35.06,
2020,2020-07-27 21:00:00,0.1,,2020-07-27 21:00:00,23.03,
2021,2021-09-27 15:45:00,0.13,,2021-09-27 15:45:00,30.92,
2022,2021-10-31 20:00:00,0.07,0.03,2021-10-31 20:00:00,22.78,0.039
