water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1988,1988-01-06 23:00:00,0.05,0.064,1988-01-06 23:00:00,1.22,0.193
1989,1988-10-13 06:30:00,0.04,0.042,1988-10-19 11:15:00,0.83,0.101
1990,1990-06-27 23:30:00,0.1,,1990-06-27 23:30:00,1.51,
1991,1990-11-18 03:00:00,0.14,0.192,1990-11-18 03:00:00,2.95,0.621
1992,1991-11-04 08:15:00,0.05,0.052,1991-11-04 08:30:00,0.99,0.091
1993,1993-07-17 18:45:00,0.05,0.062,1993-07-17 18:45:00,0.99,0.145
1994,1994-01-04 00:00:00,0.05,0.049,1994-01-03 23:45:00,0.83,0.077
1995,1995-09-12 01:15:00,0.05,0.024,1995-09-08 09:00:00,5.04,0.224
1996,1996-02-10 08:15:00,0.05,0.029,1996-02-10 08:45:00,1.38,0.045
1997,1996-12-04 04:15:00,0.04,0.046,1996-12-04 05:00:00,0.7,0.069
1998,1998-05-29 00:45:00,0.06,,1998-05-29 00:45:00,0.93,
1999,1998-11-16 04:30:00,0.06,0.055,1998-11-16 04:30:00,1.39,0.104
2000,1999-12-25 00:30:00,0.06,0.063,2000-04-26 16:45:00,1.49,0.04
2001,2000-10-10 00:45:00,0.05,0.053,2000-11-07 02:30:00,1.12,0.073
2002,2002-09-07 17:30:00,0.11,0.172,2002-09-07 17:30:00,2.58,0.645
2003,2002-10-22 05:45:00,0.05,0.045,2002-10-22 04:30:00,1.04,0.092
2004,2004-08-18 15:15:00,0.04,0.052,2004-08-19 03:30:00,0.84,0.077
2005,2005-05-03 17:00:00,0.05,,2005-05-03 17:00:00,1.03,
2006,2006-07-27 19:45:00,0.08,,2006-03-26 09:00:00,1.29,0.105
2007,2007-08-06 04:15:00,0.06,0.063,2007-08-06 04:15:00,1.37,0.122
2008,2008-05-28 17:00:00,0.08,,2008-05-28 17:00:00,1.5,
2009,2009-09-04 09:15:00,0.05,0.025,2009-09-04 09:15:00,1.33,0.035
2010,2009-11-02 00:15:00,0.15,0.055,2009-11-02 00:15:00,4.53,0.074
2011,2010-11-19 06:15:00,0.05,0.071,2010-11-19 12:45:00,1.05,0.042
2012,2012-06-22 03:15:00,0.05,,2012-06-22 03:15:00,0.9,0.168
2013,2012-10-12 12:30:00,0.05,,2012-10-12 17:00:00,1.09,0.069
2014,2013-11-03 06:45:00,0.06,0.081,2013-11-03 07:00:00,1.84,0.204
2015,2015-07-07 16:45:00,0.14,,2015-07-07 16:45:00,2.64,
2016,2016-08-28 17:00:00,0.09,,2016-01-08 00:30:00,3.48,0.048
2017,2017-09-09 09:15:00,0.04,,2017-09-13 15:45:00,0.7,
2018,2018-06-02 17:30:00,0.13,,2018-06-02 17:30:00,2.01,
2019,2018-12-15 23:30:00,0.05,0.067,2019-06-29 22:15:00,1.28,0.221
2020,2019-10-06 07:00:00,0.03,,2019-10-18 18:45:00,0.8,0.139
2021,2020-10-22 06:30:00,0.07,0.072,2020-10-22 06:15:00,1.46,0.14
2022,2021-10-31 19:00:00,0.05,0.06,2021-10-31 19:15:00,1.15,0.113
