water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1979,1978-10-24 01:00:00,0.05,0.053,1979-09-11 03:45:00,9.66,0.134
1980,1979-12-04 17:15:00,0.1,0.079,1979-12-04 17:15:00,20.4,0.286
1981,1980-10-01 03:30:00,0.05,,1980-10-01 05:30:00,6.21,0.2
1982,1982-02-12 23:45:00,0.06,0.063,1982-02-12 23:45:00,6.99,0.262
1983,1983-08-03 16:30:00,0.24,,1982-12-25 16:00:00,15.89,0.297
1984,1983-12-27 12:45:00,0.23,0.147,1983-12-27 12:45:00,80.97,0.573
1985,1984-10-18 06:15:00,0.12,0.106,1984-11-27 05:15:00,20.88,0.182
1986,1985-12-03 08:45:00,0.09,0.105,1985-12-03 16:15:00,20.97,0.198
1987,1987-08-20 12:00:00,0.13,0.137,1986-11-09 12:45:00,30.22,0.221
1988,1987-10-05 12:45:00,0.15,,1987-12-20 00:45:00,14.84,0.123
1989,1988-10-26 00:15:00,0.16,0.172,1988-10-26 00:15:00,18.51,0.791
1990,1990-01-22 23:15:00,0.1,0.109,1990-03-07 00:15:00,19.54,0.237
1991,1991-04-11 05:00:00,0.11,0.104,1991-01-01 16:45:00,15.89,0.077
1992,1991-11-01 19:30:00,0.12,0.117,1991-11-10 14:00:00,16.57,0.466
1993,1993-07-08 01:15:00,0.1,0.147,1993-07-08 02:00:00,10.06,0.414
1994,1993-12-14 16:45:00,0.13,0.173,1994-03-23 00:15:00,11.04,0.22
1995,1995-03-23 09:00:00,0.2,0.303,1995-02-27 14:30:00,23.93,0.162
1996,1995-10-22 02:30:00,0.07,0.093,1995-10-26 04:30:00,8.81,0.153
1997,1997-04-18 01:30:00,0.4,,1996-11-04 07:45:00,6.47,0.182
1998,1998-02-14 05:15:00,0.13,0.186,1998-02-14 17:00:00,8.38,0.132
1999,1999-05-21 09:15:00,0.19,,1999-05-21 09:15:00,4.06,
2000,2000-09-06 04:45:00,0.34,0.773,2000-09-06 06:15:00,24.11,0.905
2001,2001-01-01 16:30:00,0.2,0.235,2000-10-29 03:15:00,48.95,0.381
2002,2002-04-20 17:30:00,0.22,,2001-12-03 23:00:00,36.91,0.233
2003,2003-07-19 14:30:00,0.28,,2003-01-13 18:45:00,14.51,0.144
2004,2003-10-09 02:30:00,0.12,,2003-11-29 12:15:00,27.2,0.234
2005,2004-10-06 05:45:00,0.41,0.387,2004-10-06 05:45:00,83.45,2.281
2006,2006-09-01 05:30:00,0.19,0.297,2006-09-05 21:45:00,36.67,0.328
2007,2006-10-11 14:30:00,0.21,0.187,2007-01-12 08:30:00,46.0,0.41
2008,2008-07-31 02:15:00,0.14,0.219,2008-02-29 14:30:00,30.45,0.28
2009,2008-10-10 12:30:00,0.19,0.162,2008-10-10 12:30:00,38.04,0.715
2010,2010-06-07 16:30:00,0.39,,2010-09-13 15:30:00,70.93,0.416
2011,2011-02-03 18:00:00,0.29,0.264,2010-10-29 18:00:00,81.89,0.948
2012,2012-01-04 17:00:00,0.11,0.074,2012-01-04 17:00:00,36.62,0.3
2013,2013-07-26 02:00:00,0.08,,2012-11-19 08:15:00,17.42,0.132
2014,2014-07-12 16:45:00,0.24,,2013-12-20 19:00:00,17.79,0.119
2015,2014-10-28 05:45:00,0.33,0.217,2014-10-28 05:45:00,125.42,0.931
2016,2016-06-08 20:30:00,0.2,,2016-02-01 02:00:00,32.34,0.242
2017,2017-03-27 10:00:00,0.18,,2016-12-31 14:00:00,17.61,0.152
2018,2018-08-01 08:00:00,0.11,,2018-01-28 22:45:00,28.74,0.173
2019,2018-10-12 08:45:00,0.1,0.103,2019-02-08 08:30:00,23.73,0.187
2020,2020-09-20 11:30:00,0.1,,2020-09-13 01:30:00,23.91,0.217
2021,2021-05-28 13:00:00,0.2,,2020-10-31 11:00:00,29.56,0.369
2022,2021-10-27 12:00:00,0.06,0.062,2021-10-27 12:15:00,7.45,0.228
