water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1991,1991-09-21 17:00:00,0.39,0.565,1991-09-21 17:00:00,51.59,1.604
1992,1992-09-06 12:45:00,0.51,0.638,1992-09-06 12:45:00,64.03,1.547
1993,1992-12-16 01:30:00,0.54,0.458,1992-12-16 01:30:00,88.63,1.015
1994,1994-08-23 14:00:00,0.43,1.024,1993-10-01 05:00:00,45.12,1.588
1995,1994-12-17 17:30:00,0.4,0.444,1994-12-17 17:30:00,68.03,1.234
1996,1995-10-02 23:45:00,0.35,0.289,1995-10-02 23:45:00,58.2,0.547
1997,1997-09-03 18:45:00,0.26,0.21,1997-09-03 18:45:00,41.62,0.406
1998,1998-08-10 22:15:00,0.39,1.182,1998-02-11 08:00:00,39.78,0.967
1999,1999-09-08 19:45:00,0.4,0.364,1999-09-08 19:45:00,61.9,0.759
2000,2000-09-20 02:15:00,0.6,1.2,2000-09-20 02:15:00,65.53,3.637
2001,2001-08-19 23:15:00,0.29,0.228,2001-08-19 23:15:00,47.6,0.431
2002,2002-07-30 20:00:00,0.82,0.695,2002-07-30 20:00:00,133.32,1.388
2003,2003-05-01 00:30:00,0.32,0.405,2002-11-27 21:15:00,44.21,0.394
2004,2004-08-09 15:45:00,0.67,0.684,2004-08-09 15:45:00,98.8,1.448
2005,2005-09-01 00:15:00,0.76,3.167,2005-09-01 00:15:00,69.13,14.462
2006,2005-11-07 23:30:00,0.61,0.61,2005-11-07 23:30:00,91.27,1.229
2007,2006-12-13 14:15:00,0.46,0.195,2006-12-13 14:15:00,81.47,0.285
2008,2008-02-29 16:00:00,0.38,0.494,2007-11-28 17:45:00,50.19,0.589
2009,2009-07-02 19:30:00,0.99,5.211,2009-09-08 07:30:00,101.68,2.559
2010,2010-09-29 12:00:00,0.52,0.486,2010-09-29 12:00:00,75.69,0.899
2011,2010-10-29 21:15:00,0.76,0.724,2010-10-29 21:15:00,112.76,1.393
2012,2011-10-29 18:00:00,0.74,0.881,2011-10-29 18:00:00,103.71,1.903
2013,2013-05-03 18:00:00,0.38,0.311,2013-05-03 18:15:00,59.1,0.366
2014,2014-07-06 22:30:00,0.77,5.133,2014-08-29 21:45:00,68.4,0.439
2015,2014-10-06 09:45:00,0.54,0.75,2015-06-01 22:15:00,76.39,0.64
2016,2015-12-22 09:15:00,0.75,0.806,2015-12-22 09:15:00,102.53,1.34
2017,2017-05-28 01:30:00,0.37,,2017-08-23 10:45:00,41.42,0.619
2018,2018-09-16 06:00:00,0.99,1.456,2018-09-16 06:00:00,131.6,2.845
2019,2019-07-24 07:30:00,0.67,2.577,2019-07-24 08:15:00,75.52,0.84
2020,2020-06-16 23:45:00,0.56,,2019-12-10 12:15:00,47.57,0.351
2021,2021-08-06 13:45:00,0.41,,2020-12-18 19:00:00,47.2,0.363
2022,2021-11-12 06:00:00,0.28,0.264,2021-11-12 06:00:00,37.15,0.399
