water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1990,1989-12-16 19:30:00,0.05,,1990-02-24 19:30:00,0.47,0.032
1991,1991-03-05 00:00:00,0.04,0.041,1991-03-05 01:15:00,1.46,0.059
1992,1992-08-31 10:45:00,0.16,0.291,1992-08-31 10:45:00,3.18,0.535
1993,1993-01-15 12:00:00,0.03,0.023,1993-01-15 12:00:00,1.75,0.054
1994,1994-01-03 20:30:00,0.05,0.05,1994-01-03 21:45:00,2.1,0.076
1995,1995-01-31 14:15:00,0.03,0.033,1995-02-11 22:45:00,0.72,0.04
1996,1995-11-12 06:15:00,0.03,0.043,1996-01-07 14:00:00,0.79,0.029
1997,1997-05-18 14:30:00,0.03,,1997-05-18 15:30:00,0.54,
1998,1997-12-19 01:45:00,0.04,0.047,1998-09-02 00:15:00,1.28,0.135
1999,1999-04-20 22:45:00,0.03,,1999-04-21 00:45:00,0.77,0.065
2000,2000-03-24 03:15:00,0.05,,1999-12-25 04:00:00,1.74,0.067
2001,2001-01-22 18:15:00,0.04,0.056,2001-02-11 18:45:00,1.34,0.034
2002,2002-07-31 04:30:00,0.05,0.06,2002-07-31 04:15:00,1.33,0.117
2003,2002-11-03 01:15:00,0.03,0.037,2002-11-03 02:15:00,1.05,0.067
2004,2004-08-11 17:45:00,0.03,0.037,2004-08-11 19:15:00,0.75,0.047
2005,2004-10-21 11:00:00,0.04,0.045,2004-10-21 13:00:00,1.17,0.064
2006,2005-10-24 16:45:00,0.03,,2005-10-24 19:15:00,0.59,0.068
2007,2006-10-26 07:30:00,0.05,0.053,2006-10-26 07:30:00,1.45,0.097
2008,2008-01-08 22:15:00,0.02,0.024,2008-01-09 00:30:00,0.54,0.035
2009,2008-12-13 00:15:00,0.02,,2009-09-03 18:45:00,0.57,0.038
2010,2009-11-01 19:00:00,0.04,0.038,2010-01-22 10:00:00,1.24,0.059
2011,2011-01-15 14:00:00,0.03,0.026,2011-01-15 14:00:00,0.95,0.044
2012,2012-06-22 02:15:00,0.03,,2012-06-22 05:15:00,0.63,0.05
2013,2012-10-12 03:15:00,0.04,,2012-12-21 09:00:00,1.25,0.025
2014,2013-10-19 04:30:00,0.02,,2014-01-19 17:00:00,0.61,0.028
2015,2015-07-17 08:45:00,0.04,,2014-11-14 16:45:00,1.06,0.047
2016,2016-01-07 15:45:00,0.09,0.041,2016-01-07 15:45:00,7.38,0.092
2017,2016-10-14 11:00:00,0.02,,2017-06-06 23:15:00,0.6,0.071
2018,2017-10-20 08:00:00,0.02,,2018-03-16 07:15:00,0.57,0.042
2019,2018-11-29 16:15:00,0.02,0.019,2018-12-16 05:00:00,0.58,0.041
2020,2020-08-26 04:15:00,0.03,0.033,2020-08-26 04:15:00,1.0,0.076
2021,2020-10-04 00:00:00,0.1,0.098,2020-10-04 00:00:00,3.71,0.219
2022,2021-10-29 19:15:00,0.02,,2021-10-31 18:30:00,0.58,0.037
