water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1992,1992-09-30 14:15:00,0.09,0.065,1992-09-30 14:30:00,3.89,0.117
1993,1993-01-23 19:00:00,0.13,0.066,1993-01-23 19:30:00,8.13,0.112
1994,1994-03-14 06:45:00,0.19,0.124,1994-03-14 07:30:00,9.77,0.155
1995,1995-07-14 15:15:00,0.13,,1995-01-31 09:30:00,5.33,0.143
1996,1995-11-15 13:00:00,0.13,0.079,1995-11-15 13:30:00,6.44,0.121
1997,1997-08-13 23:30:00,0.24,0.185,1997-08-13 23:30:00,9.73,0.37
1998,1997-12-11 09:45:00,0.11,0.055,1997-12-11 10:30:00,7.0,0.088
1999,1998-10-16 14:30:00,0.15,0.106,1998-10-16 15:15:00,7.13,0.141
2000,2000-08-02 18:15:00,0.28,0.333,2000-08-02 18:15:00,8.29,0.711
2001,2000-10-09 21:30:00,0.1,0.061,2000-11-06 20:00:00,6.91,0.057
2002,2002-07-30 16:15:00,0.45,0.562,2002-07-30 17:00:00,20.01,0.35
2003,2003-05-30 21:45:00,0.27,,2003-05-30 21:45:00,5.74,
2004,2004-08-09 18:45:00,0.17,0.097,2004-08-09 18:45:00,8.75,0.19
2005,2004-10-24 22:30:00,0.11,0.052,2004-10-24 22:30:00,6.21,0.095
2006,2005-10-11 21:45:00,0.09,0.061,2005-10-12 00:30:00,4.36,0.064
2007,2007-07-01 12:30:00,0.15,,2006-11-15 22:00:00,5.77,0.089
2008,2008-08-10 01:45:00,0.22,0.111,2008-08-10 01:45:00,12.8,0.219
2009,2009-06-14 19:30:00,0.4,,2009-06-14 19:30:00,7.55,
2010,2010-06-05 22:00:00,0.15,0.183,2009-11-01 16:15:00,6.32,0.127
2011,2011-02-07 08:30:00,0.11,0.065,2011-02-07 09:30:00,6.18,0.096
2012,2012-05-23 21:30:00,0.25,,2011-10-17 17:30:00,8.95,0.192
2013,2013-07-23 22:00:00,0.29,,2013-07-23 22:00:00,7.16,
2014,2014-05-25 13:45:00,0.13,,2013-12-30 12:15:00,5.79,0.064
2015,2014-12-22 00:45:00,0.11,0.064,2014-12-22 01:00:00,5.79,0.115
2016,2016-01-10 20:30:00,0.1,0.039,2016-01-10 20:30:00,6.25,0.067
2017,2017-02-23 09:15:00,0.16,,2017-02-25 05:15:00,7.43,0.148
2018,2018-07-23 23:45:00,0.41,,2018-06-20 02:45:00,9.31,1.402
2019,2018-10-13 12:45:00,0.14,,2019-08-07 18:15:00,3.8,0.137
2020,2020-08-04 19:30:00,0.14,0.099,2020-02-09 02:45:00,7.33,0.086
2021,2021-07-04 18:30:00,0.18,0.209,2020-12-04 18:30:00,7.46,0.082
2022,2021-10-27 23:45:00,0.06,0.035,2021-10-28 00:30:00,2.94,0.056
