water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1991,1991-09-21 16:45:00,0.28,,1991-09-27 21:45:00,5.29,0.492
1992,1992-08-03 05:15:00,0.36,,1992-02-27 10:30:00,5.65,0.869
1993,1993-01-15 08:15:00,0.2,0.278,1993-01-15 08:15:00,5.5,0.517
1994,1993-10-01 03:30:00,0.2,0.417,1993-10-01 05:45:00,5.25,0.17
1995,1994-10-20 05:00:00,0.28,0.5,1994-10-20 05:00:00,7.21,1.053
1996,1995-10-02 22:45:00,0.49,1.167,1995-10-02 22:45:00,12.25,2.945
1997,1996-10-27 05:15:00,0.25,0.269,1996-10-27 05:30:00,11.35,0.421
1998,1998-07-12 13:45:00,0.28,,1998-04-23 00:45:00,7.2,0.389
1999,1999-09-08 19:15:00,0.25,,1998-10-24 11:45:00,9.15,0.445
2000,1999-12-22 04:00:00,0.47,1.621,2000-09-14 09:15:00,11.29,2.465
2001,2001-09-30 23:45:00,0.4,0.571,2001-09-30 23:45:00,13.78,1.389
2002,2002-08-24 18:15:00,0.39,1.3,2001-10-01 00:00:00,14.73,0.622
2003,2003-05-17 17:15:00,0.29,0.408,2003-05-17 17:15:00,9.41,0.912
2004,2004-08-06 02:30:00,0.56,1.4,2004-08-06 02:30:00,14.59,3.799
2005,2005-06-19 05:45:00,0.91,1.655,2005-06-19 05:45:00,28.51,4.353
2006,2006-08-19 15:45:00,0.74,7.4,2006-08-19 15:45:00,13.66,18.972
2007,2007-05-10 03:15:00,0.33,0.825,2007-07-02 16:30:00,8.62,1.39
2008,2007-10-28 02:30:00,0.32,1.143,2007-11-28 16:15:00,7.66,0.436
2009,2009-06-13 22:00:00,0.6,4.0,2009-08-23 19:30:00,11.62,0.871
2010,2009-10-24 14:30:00,0.35,0.473,2009-10-24 14:45:00,11.51,0.532
2011,2011-03-31 09:15:00,0.36,0.581,2010-10-29 21:15:00,10.84,0.629
2012,2012-08-15 22:00:00,0.57,0.695,2012-08-15 22:00:00,18.86,1.396
2013,2012-11-22 10:30:00,0.38,0.655,2012-11-22 10:30:00,10.08,1.351
2014,2014-08-09 00:30:00,0.56,3.111,2014-08-09 00:30:00,10.17,7.884
2015,2015-08-10 16:00:00,0.62,2.138,2015-08-10 16:15:00,20.06,1.24
2016,2016-07-20 10:30:00,0.56,0.757,2016-07-20 10:30:00,18.94,1.493
2017,2017-06-21 21:45:00,0.59,2.682,2017-06-21 21:45:00,12.71,6.833
2018,2018-08-02 23:30:00,0.28,,2018-09-19 11:30:00,5.96,0.535
2019,2019-07-24 07:00:00,0.53,0.654,2019-07-24 07:00:00,18.29,1.237
2020,2020-06-27 22:45:00,0.34,0.773,2020-06-27 22:45:00,8.92,1.839
2021,2020-10-31 08:00:00,0.29,0.5,2020-10-24 09:15:00,8.62,0.494
2022,2021-10-24 21:30:00,0.34,0.607,2021-10-24 21:30:00,9.92,1.3
