water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1967,1967-09-24 18:30:00,0.46,,1967-09-24 18:30:00,26.06,
1968,1968-09-12 09:45:00,0.9,2.368,1967-10-20 09:15:00,61.08,0.702
1969,1968-12-22 06:45:00,0.43,0.413,1968-12-22 07:15:00,54.95,0.522
1970,1970-05-26 11:15:00,0.69,,1970-05-26 11:15:00,31.1,
1971,1971-07-05 00:00:00,0.54,,1970-10-01 22:45:00,44.77,0.567
1972,1972-01-11 18:15:00,0.43,0.321,1972-01-11 18:15:00,40.28,0.782
1973,1972-11-09 15:00:00,0.8,1.333,1972-12-11 18:00:00,55.38,0.466
1974,1973-11-24 10:15:00,0.47,,1974-09-13 06:00:00,31.89,0.484
1975,1975-01-19 22:15:00,0.44,0.282,1975-01-19 22:15:00,39.92,0.63
1976,1975-11-27 07:45:00,0.27,0.233,1975-11-27 09:00:00,35.04,0.22
1977,1977-09-10 04:00:00,0.43,0.478,1977-09-10 04:00:00,24.94,1.16
1978,1977-11-07 05:00:00,0.35,0.24,1977-11-07 05:00:00,32.1,0.521
1979,1979-07-29 00:30:00,0.68,,1978-11-15 16:00:00,33.03,0.119
1980,1980-07-26 22:00:00,0.42,,1979-10-30 15:30:00,35.87,0.522
1981,1981-09-18 04:45:00,0.52,0.547,1981-09-18 05:00:00,52.42,0.886
1982,1981-11-16 03:00:00,0.42,0.488,1981-11-16 03:15:00,35.67,0.803
1983,1982-10-26 13:30:00,0.7,0.921,1982-10-26 13:30:00,43.14,2.838
1984,1983-10-15 16:15:00,0.24,0.128,1983-10-15 16:30:00,30.75,0.244
1985,1985-09-21 07:30:00,0.44,0.177,1985-09-21 07:45:00,74.69,0.315
1986,1986-04-30 11:00:00,0.58,0.63,1986-04-30 11:00:00,39.03,1.768
1987,1987-08-12 23:15:00,0.57,0.722,1987-08-12 23:15:00,29.72,2.138
1988,1988-09-05 01:15:00,0.52,0.536,1988-02-01 13:15:00,37.09,0.109
1989,1988-12-18 18:00:00,0.7,0.737,1988-12-18 18:00:00,48.91,2.092
1990,1990-08-29 11:45:00,0.65,0.591,1990-08-29 11:45:00,49.82,1.603
1991,1991-09-21 18:45:00,0.76,,1991-01-05 07:15:00,40.51,0.508
1992,1992-07-24 01:00:00,0.76,,1992-07-24 01:00:00,34.55,
1993,1993-09-19 20:15:00,0.45,,1993-01-09 05:15:00,38.28,0.164
1994,1994-08-01 03:00:00,0.55,,1994-08-01 03:00:00,28.51,
1995,1995-01-31 05:00:00,0.58,0.45,1995-01-31 05:00:00,48.95,1.081
1996,1996-09-29 01:45:00,0.47,,1995-10-26 08:30:00,22.2,0.11
1997,1996-11-29 00:00:00,0.33,0.282,1997-02-19 14:15:00,52.04,0.197
1998,1997-10-10 04:15:00,0.66,,1997-11-18 02:15:00,37.88,0.297
1999,1998-10-24 12:00:00,0.41,0.207,1998-10-24 12:00:00,48.32,0.457
2000,2000-08-31 15:45:00,0.52,0.51,2000-09-20 04:00:00,55.83,0.556
2001,2001-07-04 00:45:00,0.93,2.114,2001-07-04 01:00:00,81.27,1.569
2002,2001-11-21 16:30:00,0.52,,2002-09-09 21:15:00,35.16,0.461
2003,2003-01-17 05:30:00,0.84,0.824,2003-01-17 05:30:00,63.81,2.111
2004,2003-11-02 06:00:00,0.56,,2003-11-02 06:00:00,29.18,
2005,2005-09-26 20:00:00,0.49,,2004-10-24 20:15:00,33.45,0.19
2006,2006-05-04 23:30:00,0.61,,2005-11-07 23:00:00,50.14,0.781
2007,2007-06-20 10:15:00,0.59,0.711,2006-11-17 13:15:00,40.64,0.158
2008,2008-05-10 19:15:00,0.92,,2008-05-10 19:15:00,38.46,
2009,2008-10-07 07:45:00,0.49,0.445,2008-10-07 07:45:00,34.22,0.997
2010,2009-11-21 16:15:00,0.33,0.181,2009-11-21 16:30:00,34.15,0.277
2011,2010-10-26 10:45:00,0.45,,2010-11-12 07:15:00,38.38,0.187
2012,2012-08-15 21:00:00,0.52,0.52,2011-10-17 16:45:00,33.42,0.147
2013,2012-11-22 11:00:00,0.26,0.116,2012-11-22 11:15:00,41.1,0.245
2014,2014-03-20 12:00:00,0.68,0.819,2013-12-30 10:15:00,51.79,0.118
2015,2015-06-01 20:00:00,0.73,0.849,2015-06-01 20:15:00,59.58,0.816
2016,2016-03-26 11:00:00,0.45,,2015-12-24 05:45:00,41.89,0.406
2017,2016-12-23 13:00:00,0.61,0.455,2016-12-23 13:00:00,54.94,1.09
2018,2017-11-07 07:00:00,0.31,0.189,2018-01-24 05:15:00,41.93,0.119
2019,2019-07-31 20:45:00,0.44,,2018-11-29 12:15:00,69.57,0.299
2020,2020-06-16 21:30:00,0.5,,2020-02-15 14:00:00,27.55,0.13
2021,2021-03-10 00:45:00,0.43,,2021-03-10 01:15:00,23.1,0.383
2022,2021-12-01 00:15:00,0.14,0.089,2021-10-28 06:00:00,26.68,0.074
