water_year,date_level,ror_level,ror_rel_level,date_flow,ror_flow,ror_rel_flow
1999,1999-09-06 19:00:00,0.02,,1999-09-16 22:45:00,0.08,
2000,2000-03-05 14:45:00,0.03,,2000-03-10 12:00:00,0.12,0.059
2001,2000-11-01 07:30:00,0.03,0.058,2001-03-05 15:15:00,0.11,0.092
2002,2002-02-26 00:00:00,0.05,0.05,2002-02-26 00:00:00,0.31,0.079
2003,2003-03-02 09:00:00,0.03,,2002-11-08 06:30:00,0.16,0.047
2004,2004-09-13 06:30:00,0.04,,2004-09-13 06:30:00,0.13,
2005,2004-11-22 03:45:00,0.04,0.041,2005-03-16 09:00:00,0.9,0.234
2006,2006-03-25 18:15:00,0.04,,2005-10-25 00:30:00,0.18,0.125
2007,2006-10-26 15:15:00,0.09,0.076,2006-10-26 15:15:00,0.55,0.118
2008,2007-12-03 12:00:00,0.06,0.107,2007-12-03 12:00:00,0.27,0.208
2009,2009-08-28 06:15:00,0.04,,2009-08-28 06:15:00,0.11,
2010,2010-03-31 18:45:00,0.03,,2009-11-02 06:30:00,0.12,0.041
2011,2010-12-10 13:00:00,0.05,0.05,2011-08-28 13:00:00,0.33,0.085
2012,2011-12-08 11:15:00,0.03,0.061,2012-08-23 10:15:00,0.11,
2013,2012-10-20 05:15:00,0.04,0.083,2012-12-23 00:00:00,0.28,0.175
2014,2013-11-03 06:45:00,0.05,0.043,2013-11-03 06:45:00,0.33,0.066
2015,2015-01-13 00:15:00,0.05,0.088,2015-01-13 00:15:00,0.2,0.129
2016,2015-10-24 10:15:00,0.03,,2015-12-04 22:00:00,0.14,0.097
2017,2017-06-07 12:30:00,0.11,0.098,2017-06-07 12:30:00,0.76,0.159
2018,2018-03-27 21:00:00,0.04,,2018-01-22 18:00:00,0.18,0.039
2019,2019-02-10 05:45:00,0.04,0.038,2019-02-10 05:45:00,0.21,0.047
2020,2020-08-12 14:30:00,0.04,,2019-12-02 21:15:00,0.11,0.066
2021,2021-05-11 21:15:00,0.08,,2020-10-03 21:15:00,0.29,0.06
2022,2021-10-03 01:00:00,0.02,0.031,2021-10-03 13:30:00,0.1,0.024
